,validation,training,group
0,0.0,0.0,20
1,0.25,0.25,20
2,0.0,0.0,20
3,0.5,0.5,20
4,0.75,0.75,20
5,0.699999988079071,0.699999988079071,50
6,0.46666666865348816,0.46666666865348816,50
7,0.20000000298023224,0.20000000298023224,50
8,0.5,0.5,50
9,0.4000000059604645,0.4000000059604645,50
10,0.48333332935969037,0.48333332935969037,100
11,0.6166666679912143,0.6166666679912143,100
12,0.6777777671813965,0.6777777671813965,100
13,0.6611110899183485,0.6611110899183485,100
14,0.6499999761581421,0.6499999761581421,100
15,0.7962963051266141,0.7962963051266141,150
16,0.7111111150847541,0.7111111150847541,150
17,0.7888888915379842,0.7888888915379842,150
18,0.32962963978449505,0.32962963978449505,150
19,0.696296301152971,0.696296301152971,150
20,0.7472222314940559,0.7472222314940559,200
21,0.6333333253860474,0.6333333253860474,200
22,0.8111111124356588,0.8111111124356588,200
23,0.7638888822661506,0.7638888822661506,200
24,0.6916666560702853,0.6916666560702853,200
25,0.36444445451100665,0.36444445451100665,250
26,0.7688888841205173,0.7688888841205173,250
27,0.8133333259158664,0.8133333259158664,250
28,0.6355555653572083,0.6355555653572083,250
29,0.768888877497779,0.768888877497779,250
30,0.7685185074806213,0.7685185074806213,300
31,0.8129629625214471,0.8129629625214471,300
32,0.8611111111111112,0.8611111111111112,300
33,0.718518508805169,0.718518508805169,300
34,0.8259259263674418,0.8259259263674418,300
35,0.9041666785875956,0.9041666785875956,400
36,0.8472222288449606,0.8472222288449606,400
37,0.8277777632077535,0.8277777632077535,400
38,0.6638888915379842,0.6638888915379842,400
39,0.8819444444444444,0.8819444444444444,400
40,0.867777771419949,0.867777771419949,500
41,0.7322222193082174,0.7322222193082174,500
42,0.8944444523917304,0.8944444523917304,500
43,0.8099999957614474,0.8099999957614474,500
44,0.5122222072548337,0.5122222072548337,500
