,validation,training,group
0,0.75,0.75,20
1,0.25,0.25,20
2,0.0,0.0,20
3,0.5,0.5,20
4,0.25,0.25,20
5,0.699999988079071,0.699999988079071,50
6,0.4444444477558136,0.4444444477558136,50
7,0.5,0.5,50
8,0.699999988079071,0.699999988079071,50
9,0.699999988079071,0.699999988079071,50
10,0.5944444603390164,0.5944444603390164,100
11,0.5388888981607225,0.5388888981607225,100
12,0.6499999761581421,0.6499999761581421,100
13,0.5388888915379842,0.5388888915379842,100
14,0.3388888935248057,0.3388888935248057,100
15,0.7407407495710585,0.7407407495710585,150
16,0.6703703800837199,0.6703703800837199,150
17,0.3074074172311359,0.3074074172311359,150
18,0.2777777893675698,0.2777777893675698,150
19,0.6555555661519369,0.6555555661519369,150
20,0.6694444484180875,0.6694444484180875,200
21,0.8138888809416029,0.8138888809416029,200
22,0.8749999933772616,0.8749999933772616,200
23,0.7388888862397935,0.7388888862397935,200
24,0.6722222103012933,0.6722222103012933,200
25,0.7444444364971585,0.7444444364971585,250
26,0.5088888804117838,0.5088888804117838,250
27,0.7711111042234633,0.7711111042234633,250
28,0.8066666722297668,0.8066666722297668,250
29,0.6755555669466654,0.6755555669466654,250
30,0.7851851979891459,0.7851851979891459,300
31,0.7666666706403097,0.7666666706403097,300
32,0.7574074135886298,0.7574074135886298,300
33,0.7314814726511637,0.7314814726511637,300
34,0.7481481432914734,0.7481481432914734,300
35,0.7680555582046509,0.7680555582046509,400
36,0.741666661368476,0.741666661368476,400
37,0.8749999933772616,0.8749999933772616,400
38,0.5958333412806193,0.5958333412806193,400
39,0.8499999973509047,0.8499999973509047,400
40,0.8577777809566922,0.8577777809566922,500
41,0.836666656865014,0.836666656865014,500
42,0.7900000082121955,0.7900000082121955,500
43,0.8500000105963813,0.8500000105963813,500
44,0.8455555505222745,0.8455555505222745,500
