,loss,accuracy,val_loss,val_accuracy
0,1.0335270166397095,0.48612499237060547,0.9369369745254517,0.5575000047683716
1,0.889313280582428,0.5598750114440918,0.8288584351539612,0.5945000052452087
2,0.7804223895072937,0.6732500195503235,0.729134738445282,0.7195000052452087
3,0.6930667161941528,0.749625027179718,0.6498995423316956,0.7954999804496765
4,0.6199985146522522,0.7988749742507935,0.5780985951423645,0.8274999856948853
5,0.5538391470909119,0.8274999856948853,0.5088547468185425,0.8489999771118164
6,0.48849162459373474,0.8548750281333923,0.4459323585033417,0.875
7,0.4349350333213806,0.8706250190734863,0.4012282192707062,0.8845000267028809
8,0.3941064774990082,0.8808749914169312,0.3693421483039856,0.890999972820282
9,0.36492979526519775,0.8868749737739563,0.34360557794570923,0.8995000123977661
10,0.3399409055709839,0.8956249952316284,0.32531797885894775,0.9035000205039978
11,0.3217324912548065,0.8982499837875366,0.3121734857559204,0.9049999713897705
12,0.3088524341583252,0.9028750061988831,0.29495662450790405,0.9150000214576721
13,0.29616841673851013,0.9046249985694885,0.2845003008842468,0.9150000214576721
14,0.28408753871917725,0.909250020980835,0.273309588432312,0.921500027179718
15,0.2762596607208252,0.9108750224113464,0.2649632394313812,0.9235000014305115
16,0.2664368748664856,0.9138749837875366,0.26055750250816345,0.9235000014305115
17,0.25961312651634216,0.9152500033378601,0.25722983479499817,0.9244999885559082
18,0.25315818190574646,0.9173750281333923,0.24541541934013367,0.9259999990463257
19,0.24639318883419037,0.9182500243186951,0.24056436121463776,0.9290000200271606
20,0.24216708540916443,0.9201250076293945,0.2384730875492096,0.9304999709129333
21,0.2348843812942505,0.921875,0.22947460412979126,0.9309999942779541
22,0.23047611117362976,0.9226250052452087,0.22749121487140656,0.9319999814033508
23,0.2249453216791153,0.9225000143051147,0.22565792500972748,0.9315000176429749
24,0.2207241803407669,0.9238749742507935,0.21530784666538239,0.9355000257492065
25,0.21455903351306915,0.9263749718666077,0.21020397543907166,0.9359999895095825
26,0.20875224471092224,0.9304999709129333,0.20594371855258942,0.9365000128746033
27,0.20281748473644257,0.9306250214576721,0.2046002745628357,0.9390000104904175
28,0.19563840329647064,0.9332500100135803,0.1924082338809967,0.9419999718666077
29,0.18966315686702728,0.937250018119812,0.18614602088928223,0.9419999718666077
30,0.1859789937734604,0.9390000104904175,0.1812167465686798,0.9430000185966492
31,0.17763164639472961,0.9417499899864197,0.1723501980304718,0.9465000033378601
32,0.1702171117067337,0.9445000290870667,0.16674961149692535,0.9459999799728394
33,0.16271206736564636,0.9459999799728394,0.15831875801086426,0.9465000033378601
34,0.15437589585781097,0.9502500295639038,0.15170983970165253,0.9490000009536743
35,0.14676107466220856,0.9513750076293945,0.14750052988529205,0.9505000114440918
36,0.14119067788124084,0.953249990940094,0.1401256024837494,0.9539999961853027
37,0.1336340457201004,0.956125020980835,0.13116087019443512,0.9570000171661377
38,0.12543798983097076,0.9586250185966492,0.13103045523166656,0.9570000171661377
39,0.12271237373352051,0.9603750109672546,0.12073575705289841,0.9614999890327454
40,0.11541945487260818,0.9616249799728394,0.11462952941656113,0.9620000123977661
41,0.10936938226222992,0.9642500281333923,0.11435046046972275,0.965499997138977
42,0.10478145629167557,0.9636250138282776,0.10597650706768036,0.9670000076293945
43,0.09970484673976898,0.9666249752044678,0.10267308354377747,0.9674999713897705
44,0.09457653015851974,0.9681249856948853,0.09851052612066269,0.968500018119812
45,0.09026896208524704,0.9707499742507935,0.09669855982065201,0.9670000076293945
46,0.0860685184597969,0.9716249704360962,0.0922650694847107,0.9704999923706055
47,0.08553831279277802,0.9712499976158142,0.09001375734806061,0.9725000262260437
48,0.07989698648452759,0.9745000004768372,0.08761037886142731,0.9729999899864197
49,0.07697305828332901,0.9752500057220459,0.09076754748821259,0.9704999923706055
50,0.07408580183982849,0.9766250252723694,0.08176250755786896,0.9739999771118164
51,0.07126729190349579,0.9762499928474426,0.08098702132701874,0.9745000004768372
52,0.06772124767303467,0.9779999852180481,0.07785741239786148,0.9739999771118164
53,0.06500358879566193,0.9792500138282776,0.07690907269716263,0.9754999876022339
54,0.0658879205584526,0.9778749942779541,0.07797708362340927,0.9714999794960022
55,0.061466019600629807,0.9803749918937683,0.07093833386898041,0.9764999747276306
56,0.05987180769443512,0.9810000061988831,0.07217753678560257,0.9754999876022339
57,0.058429598808288574,0.981124997138977,0.07035692036151886,0.9750000238418579
58,0.05751124396920204,0.9806249737739563,0.06620358675718307,0.9775000214576721
59,0.053158510476350784,0.9821249842643738,0.06630533188581467,0.9760000109672546
60,0.05304136872291565,0.9826250076293945,0.06302160769701004,0.9779999852180481
61,0.05172492563724518,0.9832500219345093,0.06493822485208511,0.9769999980926514
62,0.050527770072221756,0.984250009059906,0.060401637107133865,0.9789999723434448
63,0.04981018602848053,0.984250009059906,0.06038033589720726,0.9775000214576721
64,0.04817211627960205,0.984375,0.05788689851760864,0.9789999723434448
65,0.0471121184527874,0.9850000143051147,0.0580788291990757,0.9779999852180481
66,0.04778185859322548,0.984499990940094,0.05867496505379677,0.9789999723434448
67,0.04329700767993927,0.9856250286102295,0.053095776587724686,0.9785000085830688
68,0.04227365180850029,0.9857500195503235,0.06082227826118469,0.9800000190734863
69,0.0432991161942482,0.9862499833106995,0.052144892513751984,0.9804999828338623
70,0.041776400059461594,0.9863749742507935,0.050933610647916794,0.9810000061988831
71,0.03996140882372856,0.9878749847412109,0.049095459282398224,0.9815000295639038
72,0.038643740117549896,0.9883750081062317,0.04880804568529129,0.9819999933242798
73,0.037976931780576706,0.987500011920929,0.04787949100136757,0.9819999933242798
74,0.036926425993442535,0.9878749847412109,0.04824993014335632,0.9810000061988831
75,0.03826098144054413,0.987375020980835,0.04595612362027168,0.9825000166893005
76,0.03647662699222565,0.9888749718666077,0.04597616568207741,0.984499990940094
77,0.03500519320368767,0.9887499809265137,0.04571320116519928,0.9825000166893005
78,0.03537841513752937,0.9893749952316284,0.04452325776219368,0.984000027179718
79,0.03371426835656166,0.9900000095367432,0.04207592085003853,0.9850000143051147
80,0.032787613570690155,0.9898750185966492,0.04278809204697609,0.984000027179718
81,0.03219928592443466,0.9896249771118164,0.04127082973718643,0.9860000014305115
82,0.03219051659107208,0.9906250238418579,0.043162476271390915,0.9825000166893005
83,0.03155967593193054,0.9897500276565552,0.04056500270962715,0.9850000143051147
84,0.03044605441391468,0.9913750290870667,0.04117480665445328,0.9860000014305115
85,0.02945823408663273,0.9911249876022339,0.0408921055495739,0.9860000014305115
86,0.02957063354551792,0.9909999966621399,0.03904881328344345,0.9854999780654907
87,0.02935740351676941,0.9912499785423279,0.04061727225780487,0.9835000038146973
88,0.029101595282554626,0.9917500019073486,0.03960571438074112,0.987500011920929
89,0.0296965092420578,0.9908750057220459,0.04021930694580078,0.9869999885559082
90,0.02746966853737831,0.9919999837875366,0.03780754655599594,0.987500011920929
91,0.02694735676050186,0.9922500252723694,0.03803763911128044,0.9879999756813049
92,0.027945248410105705,0.9919999837875366,0.038761578500270844,0.9865000247955322
93,0.02643650211393833,0.9923750162124634,0.03746507689356804,0.9869999885559082
94,0.026638038456439972,0.9913750290870667,0.03668590262532234,0.987500011920929
95,0.025887537747621536,0.9917500019073486,0.036213550716638565,0.987500011920929
96,0.025105083361268044,0.9922500252723694,0.03696967288851738,0.9865000247955322
97,0.026323022320866585,0.9909999966621399,0.0395013727247715,0.9890000224113464
98,0.026282094419002533,0.9928749799728394,0.03694166988134384,0.9865000247955322
99,0.0246476698666811,0.9927499890327454,0.03511597588658333,0.987500011920929
