,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_dropout_rate,param_layers,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
0,23.51786583662033,0.1461326901303407,0.20032787322998047,0.022667093689023043,0.0,"(20, 20)","{'dropout_rate': 0.0, 'layers': (20, 20)}",0.9775000214576721,0.9962499737739563,0.9237499833106995,0.9649999737739563,0.965624988079071,0.026612087637892846,17
1,26.065240621566772,0.15058659226016388,0.18527662754058838,0.012838238004775552,0.0,"(30, 30)","{'dropout_rate': 0.0, 'layers': (30, 30)}",0.9275000095367432,0.9350000023841858,0.925000011920929,0.925000011920929,0.9281250089406967,0.004098395169150812,41
2,28.737034797668457,0.3194438184329127,0.1818581223487854,0.019881377242106056,0.0,"(80, 80)","{'dropout_rate': 0.0, 'layers': (80, 80)}",0.9850000143051147,0.9950000047683716,0.9900000095367432,0.9900000095367432,0.9900000095367432,0.0035355305341848568,1
3,28.116438448429108,0.03674759486740995,0.19940507411956787,0.018482974008531883,0.0,"(20, 30, 20)","{'dropout_rate': 0.0, 'layers': (20, 30, 20)}",0.9850000143051147,0.9937499761581421,0.9887499809265137,0.9775000214576721,0.9862499982118607,0.005929252392465581,2
4,0.009000301361083984,0.0004551438775632745,0.0,0.0,0.0,40,"{'dropout_rate': 0.0, 'layers': 40}",,,,,,,57
5,27.457376837730408,0.2178257548634302,0.18524515628814697,0.006689488982055155,0.0,"(10, 20, 30)","{'dropout_rate': 0.0, 'layers': (10, 20, 30)}",0.9200000166893005,0.9375,0.9175000190734863,0.9350000023841858,0.9275000095367432,0.008838826335462142,42
6,24.675924062728882,0.6208425210602341,0.17496788501739502,0.00417003677999884,0.1,"(20, 20)","{'dropout_rate': 0.1, 'layers': (20, 20)}",0.9962499737739563,0.9637500047683716,0.925000011920929,0.893750011920929,0.9446875005960464,0.03874368551261995,28
7,27.254215002059937,0.3385431017304695,0.18825942277908325,0.017633934402598698,0.1,"(30, 30)","{'dropout_rate': 0.1, 'layers': (30, 30)}",0.9937499761581421,0.9937499761581421,0.9212499856948853,0.9925000071525574,0.9753124862909317,0.031217170392563255,10
8,31.6009618639946,0.49294762736575287,0.1697864532470703,0.002678400180459461,0.1,"(80, 80)","{'dropout_rate': 0.1, 'layers': (80, 80)}",0.9424999952316284,0.9387500286102295,0.987500011920929,0.9800000190734863,0.9621875137090683,0.02176535093124332,18
9,29.614133894443512,0.7462848609458108,0.31984615325927734,0.23405905606274066,0.1,"(20, 30, 20)","{'dropout_rate': 0.1, 'layers': (20, 30, 20)}",0.9175000190734863,0.9962499737739563,0.9725000262260437,0.9162499904632568,0.9506250023841858,0.03478167853301992,26
10,0.009432792663574219,0.0003405539220188041,0.0,0.0,0.1,40,"{'dropout_rate': 0.1, 'layers': 40}",,,,,,,60
11,28.59078747034073,0.4091009715284581,0.19302403926849365,0.014487981182729242,0.1,"(10, 20, 30)","{'dropout_rate': 0.1, 'layers': (10, 20, 30)}",0.9850000143051147,0.9937499761581421,0.9225000143051147,0.9312499761581421,0.9581249952316284,0.031554761258918734,22
12,24.462298572063446,0.31784120904604024,0.18731904029846191,0.004749657843386119,0.2,"(20, 20)","{'dropout_rate': 0.2, 'layers': (20, 20)}",0.9275000095367432,0.9612500071525574,0.9862499833106995,0.9900000095367432,0.9662500023841858,0.024953075836460517,16
13,28.16942209005356,0.5378316379307865,0.19046080112457275,0.012770962617583238,0.2,"(30, 30)","{'dropout_rate': 0.2, 'layers': (30, 30)}",0.9887499809265137,0.9712499976158142,0.9862499833106995,0.925000011920929,0.9678124934434891,0.02560783290206144,13
14,31.267829537391663,0.24930355479238875,0.18334412574768066,0.004313722278351139,0.2,"(80, 80)","{'dropout_rate': 0.2, 'layers': (80, 80)}",0.981249988079071,0.9987499713897705,0.9887499809265137,0.9737499952316284,0.9856249839067459,0.009249146546161041,3
15,29.146219432353973,0.6575900452263125,0.1835988163948059,0.004705976771293547,0.2,"(20, 30, 20)","{'dropout_rate': 0.2, 'layers': (20, 30, 20)}",0.9937499761581421,0.9925000071525574,0.9275000095367432,0.9887499809265137,0.9756249934434891,0.027845827598321705,9
16,0.009070754051208496,0.00042805589293058217,0.0,0.0,0.2,40,"{'dropout_rate': 0.2, 'layers': 40}",,,,,,,53
17,29.03919768333435,0.41557391352362166,0.19392895698547363,0.004380229726714538,0.2,"(10, 20, 30)","{'dropout_rate': 0.2, 'layers': (10, 20, 30)}",0.9175000190734863,0.9925000071525574,0.9225000143051147,0.9262499809265137,0.939687505364418,0.030648906199754546,34
18,24.262337505817413,0.3337306130366177,0.18285232782363892,0.006962829250004862,0.3,"(20, 20)","{'dropout_rate': 0.3, 'layers': (20, 20)}",0.9200000166893005,0.9362499713897705,0.7774999737739563,0.918749988079071,0.8881249874830246,0.06424137273316334,48
19,28.508506536483765,0.6880234218353318,0.3173719644546509,0.2410932899764713,0.3,"(30, 30)","{'dropout_rate': 0.3, 'layers': (30, 30)}",0.9950000047683716,0.9925000071525574,0.9962499737739563,0.9212499856948853,0.9762499928474426,0.03178295901813456,8
20,40.51232826709747,13.008406278787715,0.31429511308670044,0.131315981567237,0.3,"(80, 80)","{'dropout_rate': 0.3, 'layers': (80, 80)}",0.9725000262260437,0.9712499976158142,0.9937499761581421,0.987500011920929,0.9812500029802322,0.009642019260695392,4
