,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_optimizer,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
31,6.282395541667938,0.03923539174385163,0.18590790033340454,0.002969138968292739,tanh,Adadelta,"{'activation': 'tanh', 'optimizer': 'Adadelta'}",0.6575000286102295,0.6087499856948853,0.6337500214576721,0.39250001311302185,0.5731250122189522,0.10569894059710516,42
32,7.462888956069946,1.900248627054013,0.19829535484313965,0.012080479352518405,tanh,Adam,"{'activation': 'tanh', 'optimizer': 'Adam'}",0.9350000023841858,0.9212499856948853,0.9474999904632568,0.9112499952316284,0.9287499934434891,0.01372156198874906,3
33,6.400593459606171,0.046587027919367294,0.42946797609329224,0.38435790771421624,tanh,Adamax,"{'activation': 'tanh', 'optimizer': 'Adamax'}",0.793749988079071,0.8349999785423279,0.90625,0.9037500023841858,0.8596874922513962,0.047609872181753984,12
34,7.7674490213394165,0.048847765611135865,0.18572735786437988,0.0035268374001398467,tanh,Nadam,"{'activation': 'tanh', 'optimizer': 'Nadam'}",0.887499988079071,0.9599999785423279,0.9100000262260437,0.9075000286102295,0.916250005364418,0.026721938456091353,6
35,6.097638249397278,0.02821054130761266,0.18403416872024536,0.0017300484078217127,sigmoid,SGD,"{'activation': 'sigmoid', 'optimizer': 'SGD'}",0.550000011920929,0.4962500035762787,0.53125,0.5724999904632568,0.5375000014901161,0.02793686782465264,48
36,6.779556095600128,0.052903245739769136,0.1796107292175293,0.007004474117758908,sigmoid,RMSprop,"{'activation': 'sigmoid', 'optimizer': 'RMSprop'}",0.7287499904632568,0.7512500286102295,0.7049999833106995,0.7200000286102295,0.7262500077486038,0.016747214204882923,24
37,6.410291492938995,0.4184295146091283,0.1881188154220581,0.0016114062570128332,sigmoid,Adagrad,"{'activation': 'sigmoid', 'optimizer': 'Adagrad'}",0.550000011920929,0.4962500035762787,0.53125,0.5724999904632568,0.5375000014901161,0.02793686782465264,48
38,6.298621654510498,0.02442394180746056,0.1891462802886963,0.005795201454438975,sigmoid,Adadelta,"{'activation': 'sigmoid', 'optimizer': 'Adadelta'}",0.44999998807907104,0.5037500262260437,0.47999998927116394,0.5724999904632568,0.5015624985098839,0.04516787389489731,55
39,6.391758620738983,0.02101618582013972,0.20161396265029907,0.016682439652669048,sigmoid,Adam,"{'activation': 'sigmoid', 'optimizer': 'Adam'}",0.8299999833106995,0.8487499952316284,0.9137499928474426,0.7250000238418579,0.8293749988079071,0.06780312697505735,17
40,6.364282965660095,0.02229730993607791,0.1974441409111023,0.016572840807573676,sigmoid,Adamax,"{'activation': 'sigmoid', 'optimizer': 'Adamax'}",0.6349999904632568,0.6299999952316284,0.6349999904632568,0.6575000286102295,0.6393750011920929,0.010661716482605053,32
41,8.046200037002563,0.4539742835714999,0.19766080379486084,0.012180637860063273,sigmoid,Nadam,"{'activation': 'sigmoid', 'optimizer': 'Nadam'}",0.7387499809265137,0.7300000190734863,0.7362499833106995,0.824999988079071,0.7574999928474426,0.039101226854744583,21
42,7.012308478355408,0.03567531595836303,0.21021199226379395,0.0026863055047088268,hard_sigmoid,SGD,"{'activation': 'hard_sigmoid', 'optimizer': 'SGD'}",0.550000011920929,0.4962500035762787,0.53125,0.5724999904632568,0.5375000014901161,0.02793686782465264,48
43,8.002059042453766,0.44521483931571815,0.2156893014907837,0.015330280473831965,hard_sigmoid,RMSprop,"{'activation': 'hard_sigmoid', 'optimizer': 'RMSprop'}",0.7262499928474426,0.7699999809265137,0.7549999952316284,0.7237499952316284,0.7437499910593033,0.019505603889832013,22
44,7.116714656352997,0.02077753912558691,0.2126733660697937,0.007722713928524533,hard_sigmoid,Adagrad,"{'activation': 'hard_sigmoid', 'optimizer': 'Adagrad'}",0.550000011920929,0.4962500035762787,0.53125,0.5724999904632568,0.5375000014901161,0.02793686782465264,48
45,7.29368132352829,0.011394619669675787,0.20956772565841675,0.005027067964806166,hard_sigmoid,Adadelta,"{'activation': 'hard_sigmoid', 'optimizer': 'Adadelta'}",0.44999998807907104,0.5037500262260437,0.46875,0.42750000953674316,0.4625000059604645,0.02793687882575909,56
46,7.333942890167236,0.03358005564485804,0.2130262851715088,0.01343247283102617,hard_sigmoid,Adam,"{'activation': 'hard_sigmoid', 'optimizer': 'Adam'}",0.7387499809265137,0.7799999713897705,0.6825000047683716,0.7674999833106995,0.7421874850988388,0.03756633608818543,23
47,7.606925368309021,0.4336581711479114,0.206099271774292,0.005362603572114355,hard_sigmoid,Adamax,"{'activation': 'hard_sigmoid', 'optimizer': 'Adamax'}",0.5987499952316284,0.5600000023841858,0.6399999856948853,0.6012499928474426,0.5999999940395355,0.02829807263267074,41
48,8.719769537448883,0.05176863903110627,0.22597414255142212,0.017218530184878986,hard_sigmoid,Nadam,"{'activation': 'hard_sigmoid', 'optimizer': 'Nadam'}",0.7412499785423279,0.8037499785423279,0.7925000190734863,0.75,0.7718749940395355,0.026729259403967188,20
49,6.256271302700043,0.25879080444830316,0.20703929662704468,0.022234484104538942,linear,SGD,"{'activation': 'linear', 'optimizer': 'SGD'}",0.6087499856948853,0.6000000238418579,0.6337500214576721,0.6274999976158142,0.6175000071525574,0.013664507542957264,37
50,9.456068515777588,1.433137032093999,0.23018920421600342,0.021160716314995092,linear,RMSprop,"{'activation': 'linear', 'optimizer': 'RMSprop'}",0.6100000143051147,0.6012499928474426,0.6237499713897705,0.6274999976158142,0.6156249940395355,0.010551208736014322,39
51,7.090965449810028,0.5645643039496954,0.24653011560440063,0.0849019147661045,linear,Adagrad,"{'activation': 'linear', 'optimizer': 'Adagrad'}",0.6112499833106995,0.6512500047683716,0.5712500214576721,0.6025000214576721,0.6090625077486038,0.028536907242850632,40
52,6.769294023513794,0.08494283481706952,0.20993614196777344,0.014490574643393766,linear,Adadelta,"{'activation': 'linear', 'optimizer': 'Adadelta'}",0.5600000023841858,0.4962500035762787,0.5649999976158142,0.5849999785423279,0.5515624955296516,0.033276474499828304,45
53,7.578237414360046,1.8551329816321684,0.20468860864639282,0.022671726806062602,linear,Adam,"{'activation': 'linear', 'optimizer': 'Adam'}",0.612500011920929,0.606249988079071,0.6312500238418579,0.6274999976158142,0.619375005364418,0.010326702965049657,35
54,6.569495499134064,0.4154334291614656,0.20332568883895874,0.015095543495370454,linear,Adamax,"{'activation': 'linear', 'optimizer': 'Adamax'}",0.612500011920929,0.6050000190734863,0.6287500262260437,0.6262500286102295,0.6181250214576721,0.0097828023519639,36
55,7.713463306427002,0.04640027727702837,0.18960660696029663,0.004856662930401832,linear,Nadam,"{'activation': 'linear', 'optimizer': 'Nadam'}",0.6075000166893005,0.6075000166893005,0.6262500286102295,0.6262500286102295,0.616875022649765,0.009375005960464478,38
