,loss,accuracy,val_loss,val_accuracy
0,0.02296043559908867,0.989062488079071,0.02197425812482834,0.9887499809265137
1,0.023008005693554878,0.9906250238418579,0.016525130718946457,0.9937499761581421
2,0.019916854798793793,0.9925000071525574,0.013851713389158249,0.9925000071525574
3,0.028108589351177216,0.9881250262260437,0.014490279369056225,0.9950000047683716
4,0.026348691433668137,0.987500011920929,0.011977345682680607,0.9950000047683716
5,0.025892825797200203,0.989062488079071,0.013084404170513153,0.9950000047683716
6,0.019763614982366562,0.9934375286102295,0.007796496618539095,0.9975000023841858
7,0.021456385031342506,0.9906250238418579,0.010927665047347546,0.9962499737739563
8,0.018656831234693527,0.9918749928474426,0.009596023708581924,0.9975000023841858
9,0.02174529805779457,0.9909374713897705,0.015818560495972633,0.9962499737739563
10,0.014705059118568897,0.9931250214576721,0.007338367868214846,0.9962499737739563
11,0.018543655052781105,0.9925000071525574,0.03118913806974888,0.9925000071525574
12,0.023127470165491104,0.9896875023841858,0.008862145245075226,0.9962499737739563
13,0.017124300822615623,0.9943749904632568,0.03397247940301895,0.9900000095367432
14,0.021604157984256744,0.9906250238418579,0.016860932111740112,0.9950000047683716
15,0.025852451100945473,0.9896875023841858,0.028214462101459503,0.9850000143051147
16,0.025380507111549377,0.9887499809265137,0.008155553601682186,0.9950000047683716
17,0.01682310737669468,0.9912499785423279,0.00871999841183424,0.9962499737739563
18,0.015031091868877411,0.9943749904632568,0.007084986194968224,0.9975000023841858
19,0.022710997611284256,0.9900000095367432,0.02018938586115837,0.9925000071525574
20,0.02322755567729473,0.9893749952316284,0.012335052713751793,0.9962499737739563
21,0.018380196765065193,0.9921875,0.007855316624045372,0.9975000023841858
22,0.017874594777822495,0.9928125143051147,0.02209523692727089,0.9887499809265137
23,0.022488808259367943,0.9900000095367432,0.012865161523222923,0.9950000047683716
24,0.014475302770733833,0.9943749904632568,0.007846515625715256,0.9962499737739563
25,0.022534213960170746,0.9903125166893005,0.019196506589651108,0.9900000095367432
26,0.01970844529569149,0.9909374713897705,0.008899623528122902,0.9962499737739563
27,0.01943039707839489,0.9931250214576721,0.01120065338909626,0.9950000047683716
28,0.023487918078899384,0.9887499809265137,0.010458555072546005,0.9975000023841858
29,0.01636633090674877,0.9921875,0.00887822825461626,0.9975000023841858
30,0.02496696263551712,0.9893749952316284,0.012159661389887333,0.9950000047683716
31,0.019975582137703896,0.9903125166893005,0.014371694065630436,0.9925000071525574
32,0.023020341992378235,0.9893749952316284,0.019737793132662773,0.9912499785423279
33,0.025452377274632454,0.9896875023841858,0.014337434433400631,0.9937499761581421
34,0.017234807834029198,0.9925000071525574,0.008858458139002323,0.9975000023841858
35,0.016773337498307228,0.9931250214576721,0.007384515833109617,0.9975000023841858
36,0.020231641829013824,0.9906250238418579,0.019128357991576195,0.9912499785423279
37,0.020022910088300705,0.9915624856948853,0.00998787209391594,0.9975000023841858
38,0.018815774470567703,0.9915624856948853,0.009555715136229992,0.9962499737739563
39,0.017377084121108055,0.9912499785423279,0.010524293407797813,0.9962499737739563
40,0.020613405853509903,0.9921875,0.011705858632922173,0.9962499737739563
41,0.01874484121799469,0.9925000071525574,0.017460307106375694,0.9900000095367432
42,0.024119067937135696,0.9903125166893005,0.009876876138150692,0.9950000047683716
43,0.01332783605903387,0.9934375286102295,0.01613495871424675,0.9925000071525574
44,0.032524190843105316,0.9887499809265137,0.024050893262028694,0.9937499761581421
45,0.022833796218037605,0.9893749952316284,0.014064681716263294,0.9950000047683716
46,0.021846327930688858,0.9909374713897705,0.017061280086636543,0.9937499761581421
47,0.02280833199620247,0.9912499785423279,0.019829243421554565,0.9887499809265137
48,0.01586422510445118,0.9928125143051147,0.010827595368027687,0.9950000047683716
49,0.021915191784501076,0.9909374713897705,0.016016870737075806,0.9937499761581421
50,0.020644238218665123,0.9921875,0.018593329936265945,0.9950000047683716
51,0.01604134403169155,0.9925000071525574,0.012105172500014305,0.9937499761581421
52,0.020450038835406303,0.9921875,0.010301070287823677,0.9962499737739563
