,eps,minSpt,NMI
0,50.0,1.0,0.4299168161592068
1,50.0,1.0909090909090908,0.428267931799305
2,50.0,1.1818181818181819,0.428267931799305
3,50.0,1.2727272727272727,0.428267931799305
4,50.0,1.3636363636363638,0.428267931799305
5,50.0,1.4545454545454546,0.428267931799305
6,50.0,1.5454545454545454,0.428267931799305
7,50.0,1.6363636363636362,0.428267931799305
8,50.0,1.7272727272727273,0.428267931799305
9,50.0,1.8181818181818183,0.428267931799305
10,50.0,1.9090909090909092,0.428267931799305
11,50.0,2.0,0.428267931799305
12,50.0,2.090909090909091,0.4278637214482206
13,50.0,2.1818181818181817,0.4278637214482206
14,50.0,2.2727272727272725,0.4278637214482206
15,50.0,2.3636363636363638,0.4278637214482206
16,50.0,2.4545454545454546,0.4278637214482206
17,50.0,2.5454545454545454,0.4278637214482206
18,50.0,2.6363636363636367,0.4278637214482206
19,50.0,2.7272727272727275,0.4278637214482206
20,50.0,2.8181818181818183,0.4278637214482206
21,50.0,2.909090909090909,0.4278637214482206
22,50.0,3.0,0.4278637214482206
23,50.0,3.090909090909091,0.41461983889137105
24,50.0,3.1818181818181817,0.41461983889137105
25,50.0,3.272727272727273,0.41461983889137105
26,50.0,3.3636363636363638,0.41461983889137105
27,50.0,3.4545454545454546,0.41461983889137105
28,50.0,3.5454545454545454,0.41461983889137105
29,50.0,3.6363636363636362,0.41461983889137105
30,50.0,3.7272727272727275,0.41461983889137105
31,50.0,3.8181818181818183,0.41461983889137105
32,50.0,3.909090909090909,0.41461983889137105
33,50.0,4.0,0.41461983889137105
34,50.0,4.090909090909091,0.39172381724945154
35,50.0,4.181818181818182,0.39172381724945154
36,50.0,4.272727272727273,0.39172381724945154
37,50.0,4.363636363636363,0.39172381724945154
38,50.0,4.454545454545455,0.39172381724945154
39,50.0,4.545454545454545,0.39172381724945154
40,50.0,4.636363636363637,0.39172381724945154
41,50.0,4.7272727272727275,0.39172381724945154
42,50.0,4.818181818181818,0.39172381724945154
43,50.0,4.909090909090909,0.39172381724945154
44,50.0,5.0,0.39172381724945154
45,50.0,5.090909090909091,0.366460654068431
46,50.0,5.181818181818182,0.366460654068431
47,50.0,5.2727272727272725,0.366460654068431
48,50.0,5.363636363636363,0.366460654068431
49,50.0,5.454545454545455,0.366460654068431
50,50.0,5.545454545454546,0.366460654068431
51,50.0,5.636363636363637,0.366460654068431
52,50.0,5.7272727272727275,0.366460654068431
53,50.0,5.818181818181818,0.366460654068431
54,50.0,5.909090909090909,0.366460654068431
55,50.0,6.0,0.366460654068431
56,50.0,6.090909090909091,0.3475511863863373
57,50.0,6.181818181818182,0.3475511863863373
