,loss_validation,loss_training,acc_validation,acc_training
31,0.3637147568166256,0.3680431805551052,0.8142812490463257,0.8216328158974647
32,0.3632553335279226,0.36748138777911665,0.814406244456768,0.8218749955296516
33,0.3624529469758272,0.36663625203073025,0.8141874969005585,0.8220781236886978
34,0.36163806095719336,0.36631713174283503,0.8151249900460243,0.821875
35,0.36100753806531427,0.3655568674206734,0.8146874964237213,0.8224765598773957
36,0.3602567631751299,0.36492987871170046,0.8148749962449073,0.8227343782782555
37,0.35975094251334666,0.36450343802571294,0.8154062464833259,0.8228437513113022
38,0.3589260786771774,0.3637812450528145,0.8149999976158142,0.8230156257748604
39,0.35792196467518805,0.36277796402573587,0.8161562457680702,0.8238906234502792
40,0.3572525668889284,0.3626532830297947,0.8161249965429306,0.8235468775033951
41,0.3564079724252224,0.3617813762277365,0.8163124948740006,0.8238749995827674
42,0.35612942315638063,0.3611982185393572,0.8169374957680702,0.8246562480926514
43,0.3553911752998829,0.3602764759212732,0.8167812481522561,0.8251484334468842
44,0.35457383990287783,0.36004792489111426,0.8172812476754189,0.8252421855926514
45,0.35402060151100156,0.3598576791584492,0.817624993622303,0.825562497973442
46,0.3538579698652029,0.35926996171474457,0.8171874940395355,0.8257421836256981
47,0.35289667509496214,0.3580852817744017,0.8178437486290931,0.8265312448143959
48,0.35203313678503034,0.35828000232577323,0.8183749943971634,0.8266171887516975
49,0.3516653023660183,0.3571946114301682,0.819124998152256,0.8269296884536743
50,0.3514622591435909,0.35746238604187963,0.8190937474370003,0.8263515636324883
51,0.35130319781601427,0.35703884772956374,0.8196562483906746,0.8270937487483024
52,0.3506367355585098,0.35659101866185666,0.8199687466025353,0.8271796867251396
53,0.34987706020474435,0.35586372278630735,0.8198124945163727,0.8271796897053718
54,0.3494454130530357,0.3557871725410223,0.8202812477946282,0.8275703147053719
55,0.34912947192788124,0.35501902401447294,0.8208437442779541,0.827835938334465
56,0.3484599877148867,0.35443590581417084,0.8215312451124192,0.828351566195488
57,0.3480516344308853,0.3542473025619984,0.8212187424302101,0.8283203154802322
58,0.34760345742106435,0.3542835399508476,0.8212812453508377,0.8282421857118607
59,0.3470540624111891,0.3536596387624741,0.821312490105629,0.8285781264305114
60,0.34691649824380877,0.35373213440179824,0.8216249987483024,0.8283359363675118
61,0.3466413484886289,0.35299061201512816,0.8216562435030937,0.8287890642881394
62,0.3460650060325861,0.3524055480957031,0.822437496483326,0.829312501847744
63,0.34553461261093615,0.3524044770747423,0.8222187474370003,0.8292656242847443
64,0.3451702190563083,0.3523068245500326,0.8228749930858612,0.8293906316161156
65,0.3447365019470453,0.35151423402130605,0.8233124956488609,0.8299453154206275
66,0.3444529976695776,0.3511912368237972,0.8228124931454659,0.8294375032186508
67,0.3440200451761484,0.3508207179605961,0.8228124976158142,0.8303124964237213
68,0.3433898380026221,0.35072302632033825,0.8235312446951866,0.8299843803048134
69,0.3432531408965588,0.3502761270850897,0.823718748986721,0.8300312519073486
70,0.34278739877045156,0.34946120381355283,0.8239374935626984,0.8309296861290931
71,0.3424046317115426,0.3490968231111765,0.8241562455892563,0.8308828115463257
72,0.3419355921447277,0.3487898655235767,0.8240937471389771,0.8306250035762787
73,0.3418587684631348,0.3490207750350237,0.823999997973442,0.8306875005364418
74,0.34165954776108265,0.3485418625175953,0.8240624964237213,0.831265626847744
75,0.34088569656014445,0.34805748872458936,0.8241874933242798,0.8314453154802323
76,0.3406046537682414,0.3478875394910574,0.8243124961853028,0.8312421903014183
77,0.3402675876393914,0.3475191008299589,0.824937492609024,0.8313359409570694
78,0.33969300892204046,0.3471171997487545,0.8248437479138374,0.8317734375596046
79,0.339081441052258,0.3466291718184948,0.8254062443971634,0.8319140642881393
80,0.3391394019126892,0.3459045231342316,0.8257812470197677,0.832507811486721
81,0.338727723993361,0.3463076028972864,0.8256562486290931,0.8321562513709069
82,0.3383270539343357,0.34601439386606214,0.8260937407612801,0.832531251013279
83,0.3380740137770772,0.345363475009799,0.8258124917745591,0.8329921841621399
84,0.33805995658040044,0.3455570176243782,0.8262499958276749,0.8325312495231628
85,0.3371061358600855,0.34421866312623023,0.8274374961853027,0.8334765627980232
86,0.33676469046622515,0.3439415365457535,0.8278437450528144,0.8337421894073487
87,0.33661283552646637,0.34359064158052205,0.828374995291233,0.8340546905994415
88,0.3355615455657244,0.3435784801840782,0.8291562423110008,0.8341484382748604
89,0.3353640779852867,0.34265485107898713,0.8285624951124191,0.8348046854138375
90,0.33483232632279397,0.34301209561526774,0.8290937423706055,0.8344140633940696
91,0.3344402231276035,0.34199251532554625,0.8299999952316284,0.8350625067949295
92,0.33414324205368756,0.3414480067789555,0.8295624911785126,0.8358593761920929
93,0.33357384502887727,0.34122488778084514,0.8300312414765358,0.8358750015497207
94,0.3330824920907617,0.3402235465124249,0.8301874980330467,0.8363671928644181
95,0.33211761321872474,0.33966386299580337,0.8311249911785126,0.8367343813180923
96,0.33168942779302596,0.3394536554813385,0.8314374938607216,0.8370468765497208
97,0.33116616420447825,0.3394466346129775,0.8317812457680702,0.8373359367251396
98,0.33079972919076683,0.3389247993007302,0.8313437461853027,0.8375000044703483
99,0.3306054513901472,0.33843096904456615,0.8320312470197677,0.8375078156590462
100,0.32920772656798364,0.33770798072218894,0.8322187438607216,0.8378906279802323
101,0.3286482164636254,0.3364390980452299,0.8331249937415123,0.838406252861023
102,0.3284344419836998,0.3368272215127945,0.832874995470047,0.8381171882152557
103,0.32755764927715064,0.3359791597351432,0.833249993622303,0.8383593782782555
104,0.3274548266083002,0.33555278591811655,0.8335937455296516,0.8383593782782555
105,0.3269011924043298,0.3351553715765476,0.833281247317791,0.8391953095793724
106,0.32610827386379243,0.33501067440956833,0.8355624958872795,0.8396953105926513
107,0.32577499840408564,0.33423263281583787,0.8358124971389771,0.8397578090429306
108,0.32503134533762934,0.3338889878243208,0.8365624994039536,0.8396562516689301
109,0.3249295407906175,0.333609608374536,0.8364062488079071,0.8396406278014183
110,0.3242340967059135,0.3326721370220184,0.8364687487483025,0.8407265663146972
111,0.32327068112790586,0.3322062833234668,0.8371249929070472,0.8407031282782554
112,0.3224389642477036,0.3311176342889667,0.8371874943375588,0.8410937517881394
113,0.32222423143684864,0.33118663616478444,0.8372499942779541,0.841429689526558
114,0.3213834632188082,0.3308855338022113,0.8382499948143959,0.8415625035762787
115,0.3207842899486423,0.3303876968100667,0.8377812445163727,0.8416796877980233
116,0.3204249316826463,0.3300094520673156,0.8386249929666519,0.8416718736290931
117,0.3193157479166985,0.32858556378632786,0.8386249989271164,0.8424375042319298
118,0.3190552547574043,0.32831515874713657,0.8391249969601631,0.8425312504172325
119,0.3179458076134324,0.3278182463720441,0.8399374961853028,0.8427187502384186
120,0.31771261561661956,0.32759546861052513,0.8389374926686287,0.8426640644669533
121,0.3169583225622773,0.32668286599218843,0.839124995470047,0.8432500004768372
122,0.3164050253108144,0.32562160957604647,0.8395624950528144,0.8431718796491623
123,0.3165564524009824,0.3258645188063383,0.8396249994635582,0.8436640635132789
124,0.31509632132947446,0.32513649482280016,0.8399999931454658,0.8438359409570694
125,0.31458991561084987,0.32482674475759266,0.8402499943971634,0.8435546875
126,0.3143281592056155,0.3249207237735391,0.8402187466621399,0.8431093752384186
127,0.3140155453234911,0.3236565561965108,0.8396874949336052,0.8440781235694885
128,0.3133448040112853,0.3231984043493867,0.8402187496423721,0.8441171869635582
129,0.31283201593905685,0.32291188072413207,0.840749990940094,0.84434375166893
130,0.31222947109490634,0.32207605242729187,0.8411562412977218,0.8451484397053719
131,0.31231119148433206,0.3220130017027259,0.8400937497615815,0.8447109416127205
132,0.3114174250513315,0.3218197651207447,0.8411874949932099,0.8447265669703483
133,0.31155515275895596,0.3216841654852033,0.8404374971985817,0.8447578147053718
134,0.3107119189575315,0.32051793970167636,0.8411249980330467,0.8452812552452087
135,0.3100046284496784,0.3203247807919979,0.8417812451720238,0.8452187508344651
136,0.3100509401410818,0.319996595941484,0.8409374997019767,0.8452890664339066
137,0.3096242217347026,0.3205018872395158,0.8416874945163727,0.8449609383940697
138,0.30892566982656716,0.3195076992735267,0.8419687449932098,0.845062504708767
139,0.3093604577705264,0.3192318370565772,0.8410624951124192,0.8458984389901161
140,0.30853874031454326,0.31821158789098264,0.8420937448740006,0.8460781231522561
141,0.30824264176189897,0.3184195596724749,0.8417499959468842,0.8457890629768372
142,0.30772683434188364,0.3178676014766097,0.8431249961256981,0.8460156291723251
143,0.3073700891807675,0.31730575673282146,0.8428437456488609,0.8464453130960464
144,0.3068549927324057,0.3170269295573235,0.8428124934434891,0.8463828131556511
145,0.30651422757655383,0.3165138056501746,0.8430624946951866,0.8465781271457672
146,0.30618601236492393,0.3163412561640143,0.8432812467217445,0.8464140668511391
147,0.305748893506825,0.3162884246557951,0.8436562448740006,0.8463124975562095
148,0.3062097677960992,0.31627698298543694,0.8427499949932098,0.8463750004768371
149,0.30566434767097234,0.315406683832407,0.8429687455296516,0.8467968761920929
150,0.30502530839294195,0.3151244794949889,0.8434999957680702,0.8472968816757203
151,0.30441326815634967,0.3140699790790677,0.8439687460660934,0.8476250022649765
152,0.3036665380001068,0.31449081711471083,0.8445937409996986,0.8476796880364418
153,0.30399716217070816,0.31444306019693613,0.8434999957680702,0.8471640646457672
154,0.30458234157413244,0.3152968207374215,0.843843749165535,0.8462500050663948
155,0.30389845799654724,0.31369113121181724,0.8435624957084655,0.8479765608906746
156,0.3029436057433486,0.31327423714101316,0.8443437471985817,0.8476406276226044
157,0.3032517531886697,0.31313094049692153,0.844656240940094,0.8477109387516976
158,0.3028684984892607,0.31305647604167464,0.8441249936819076,0.8476640656590462
159,0.3023873144760728,0.31295546516776085,0.844406247138977,0.8478046908974648
160,0.30289536286145446,0.31242601852864027,0.8442499965429306,0.8475859358906745
161,0.3027030238881707,0.3123857073485851,0.8439999938011169,0.8481718838214874
162,0.30226215794682504,0.3125484924763441,0.844281242787838,0.8473359376192093
163,0.301644529402256,0.3124121930450201,0.8446249946951866,0.8479999974370003
164,0.30135844424366953,0.3115738030523062,0.8443749979138374,0.8481171920895576
165,0.30173324719071387,0.3107378901913762,0.8440624967217445,0.8486406281590462
166,0.30065458808094264,0.3107945919036865,0.8449062451720237,0.848359377682209
167,0.3009188277646899,0.31057136692106724,0.8446874976158142,0.8486718773841858
168,0.30060962941497565,0.30966285038739444,0.8442187458276749,0.8492734387516976
169,0.30004637856036426,0.3099920904263854,0.8448124945163726,0.8490468770265579
170,0.3001930478960276,0.3104042099788785,0.8451562449336052,0.8483828142285347
171,0.2996256330981851,0.3089334174990654,0.8454062446951867,0.8494609385728836
172,0.29996126852929594,0.3100520305335522,0.8445312485098839,0.8488281309604645
173,0.2987758256494999,0.3088152714073658,0.8456249922513962,0.8491171851754189
174,0.29879387747496367,0.3093467241153121,0.845218738913536,0.8492890641093254
175,0.29895396158099174,0.30912692528218033,0.845187495648861,0.8489765629172326
176,0.2985474269837141,0.30801332984119656,0.8451874941587448,0.8494140639901161
177,0.29845892898738385,0.3089165987446904,0.8453124940395356,0.8493281245231629
178,0.2978640850633383,0.30783997643738986,0.8461562469601631,0.8494921877980233
179,0.2973928194493055,0.3072320593520999,0.8459999918937683,0.8503125011920929
180,0.2974856602028012,0.3076562302187085,0.8461874946951866,0.849929690361023
181,0.29689934430643916,0.30790909845381975,0.8460937410593032,0.8496015593409538
182,0.29695940390229225,0.306464721634984,0.8458437472581863,0.8504140645265579
183,0.2968949974514544,0.30689605623483657,0.8465624913573265,0.8500312507152558
184,0.29606403717771174,0.3063933374360204,0.8462187439203263,0.8502968788146973
185,0.296041196398437,0.30595304910093546,0.8467499911785126,0.8505546912550926
186,0.2959852647967637,0.3067386934533715,0.8462812438607216,0.8494218781590461
187,0.29549897015094756,0.30614941380918026,0.846468748152256,0.8501875028014183
188,0.2955680045299232,0.30598268043249843,0.8467812404036522,0.8501328110694886
189,0.2954773956909776,0.3057129241526127,0.8459687411785126,0.8508203148841857
190,0.2955491280183196,0.3064484974369407,0.8466874897480011,0.8498359352350235
191,0.29493986582383513,0.30521404519677164,0.8462187454104424,0.8508203148841857
192,0.29490044796839354,0.3048854447901249,0.8463749960064888,0.8504453182220459
193,0.2948829182423651,0.3048047751188278,0.8460312470793724,0.850687499344349
194,0.2941388443112373,0.30522203128784897,0.846906240284443,0.8504218742251396
195,0.29451458510011436,0.3043724188581109,0.8470312431454659,0.8507578134536743
196,0.29446667078882455,0.30426215939223766,0.8464687466621399,0.8512578085064888
197,0.29412976587191225,0.30489564426243304,0.8476249918341636,0.8507656306028366
198,0.2939807494170964,0.30443627312779425,0.8474374935030937,0.8510156258940696
199,0.2943222066387534,0.3044935969635844,0.8464062482118606,0.8508281260728836
200,0.2938821269199252,0.3042583329603076,0.8468749955296516,0.8510781243443489
201,0.2940858229063451,0.30411120448261497,0.8468749910593033,0.8505703151226044
202,0.2933630134910345,0.3041486984118819,0.8466874957084656,0.8508671909570694
203,0.29307098761200906,0.3041022030636668,0.8471874922513962,0.850773437321186
204,0.292832195200026,0.30374364657327535,0.8473437383770943,0.8509609386324882
205,0.2932352975010872,0.3029037266969681,0.8470937445759773,0.8517265662550926
206,0.29312276728451253,0.30350198447704313,0.847156248986721,0.8509531319141388
207,0.29304777523502706,0.30331566352397205,0.8470312431454659,0.8514765635132789
208,0.2921118225902319,0.3028483152389526,0.8477187424898147,0.8514843717217445
209,0.29339045006781816,0.3031605014577508,0.8470312461256981,0.8509218782186508
210,0.2928242697380483,0.302485566586256,0.8469687432050705,0.8516796946525573
211,0.29280358366668224,0.3026693371124566,0.8475312426686287,0.8510937511920929
212,0.2918767767958343,0.30243385285139085,0.8485937416553497,0.8515625
213,0.29217579290270806,0.303205793723464,0.848406246304512,0.8510156288743019
214,0.29153015185147524,0.30282722413539886,0.8474999964237213,0.851460938155651
215,0.29224187722429634,0.3021696976386011,0.8480937480926514,0.8516406252980232
216,0.2917328323237598,0.3022262407466769,0.8479999959468841,0.851398441195488
217,0.29198012975975873,0.30210857186466455,0.8474062487483025,0.8517421931028366
218,0.29171338928863405,0.30182874388992786,0.8476562455296517,0.851656249165535
219,0.29083330994471907,0.3018649239093065,0.8480937466025352,0.8520234391093254
220,0.29123460203409196,0.30134499808773396,0.8480937451124191,0.8519218772649765
221,0.29122360395267605,0.3010876884683967,0.8475624933838845,0.852085942029953
222,0.2905007630586624,0.3013520011678338,0.8488749951124192,0.852250000834465
223,0.29076787396334114,0.30073638083413246,0.8480312451720238,0.8524453163146972
224,0.29009791761636733,0.30093895476311444,0.8486249953508377,0.8522109374403953
225,0.29065648689866064,0.301518911216408,0.8478749945759774,0.851890629529953
226,0.2905442128889263,0.30019532050937414,0.8482187494635582,0.8523750007152557
227,0.2904928463511169,0.3003203091211617,0.8479687437415123,0.8527187541127205
228,0.28985417988151313,0.3007411161437631,0.8485624969005585,0.8521718755364418
229,0.2902765606064349,0.300511085614562,0.8480937406420708,0.852765628695488
230,0.28989129783585665,0.29991738256067035,0.847749999165535,0.8527499988675118
231,0.2897486188914627,0.2998022763058543,0.848406246304512,0.8530156299471855
232,0.28953163358382883,0.29917534086853265,0.8490312427282334,0.8529062509536743
233,0.2892742447555065,0.2999541793949902,0.848593746125698,0.8528593748807907
234,0.289354293840006,0.2990518959239125,0.848812498152256,0.8533437564969063
235,0.2890917655546218,0.2995348462834954,0.8492187455296516,0.852445313334465
236,0.28883811542764304,0.2991292018443346,0.8493437469005585,0.8530703127384186
237,0.28924920498393475,0.299259880464524,0.8486562490463256,0.8529687538743019
238,0.28925375123508273,0.2999052911065519,0.8485312476754189,0.8523203164339066
239,0.28886356046423317,0.2985028984956443,0.8492499962449074,0.8529687538743019
240,0.2884183199610561,0.2987655191682279,0.8489062428474426,0.8529140651226044
241,0.2886184952221811,0.29860890880227087,0.848593744635582,0.8532656267285347
242,0.2881461289711297,0.29832617221400143,0.8493124961853027,0.8532812535762787
243,0.28879438317380846,0.298921197000891,0.8487187445163726,0.8526015624403953
244,0.2882489974144846,0.2977576394565403,0.8494999915361404,0.8533984363079071
245,0.2877292988821864,0.2980505566112697,0.8499687448143959,0.8536171913146973
246,0.288090031594038,0.298131247330457,0.8494687467813492,0.8533906251192093
247,0.28803105410188434,0.2986259491182864,0.8491249948740005,0.8531874939799309
248,0.2874265983700752,0.29738596454262733,0.8500624969601631,0.85391406416893
249,0.287718362826854,0.2973930993117392,0.8493124976754188,0.8537499994039536
250,0.2865942381322384,0.2974346814677119,0.8502812445163727,0.8541640639305115
251,0.2867918077390641,0.2968147860839963,0.8504374951124192,0.8537187486886978
252,0.2871111082378775,0.2965547086670995,0.8499374926090241,0.8542031243443489
253,0.2869898964650929,0.2970946813002229,0.8495312437415123,0.8539531230926514
254,0.28667761366814376,0.2964430750347674,0.8499374985694885,0.8543515637516975
255,0.2863588081207126,0.2959368843585253,0.8500312477350235,0.8548593759536743
256,0.2865150013007224,0.29629477569833396,0.8499687448143959,0.8543906286358833
257,0.28623985280282793,0.2959789543412626,0.849843741953373,0.8547421902418136
258,0.2861985170748085,0.29599364949390294,0.850437493622303,0.8546328097581863
259,0.285697231721133,0.29524164339527487,0.8504374966025352,0.855289064347744
260,0.2853428453207016,0.29551495146006346,0.8503124982118606,0.8548203110694885
261,0.2851672681979835,0.29528444055467845,0.8508437514305115,0.8546015650033951
262,0.28475599689409137,0.29488742128014567,0.851375000178814,0.854992188513279
263,0.28503167564049364,0.294624859187752,0.8507187455892563,0.8551640659570694
264,0.2844965281430632,0.2947192181833088,0.850374998152256,0.8549687534570694
265,0.2846268785186112,0.2939109130762517,0.8511562451720238,0.8551171883940697
266,0.28407450853846966,0.2939948339946568,0.8508749946951866,0.8553281277418137
267,0.2840207768138498,0.294368885923177,0.8505937457084656,0.8548281267285347
268,0.28420341294258833,0.29390035131946207,0.8506562486290932,0.8550234422087669
269,0.28308161343447863,0.2936556227505207,0.8516874969005584,0.8553593799471855
270,0.28329094741493466,0.29276090376079084,0.8515312418341636,0.8556640625
271,0.282917961338535,0.2918514169752598,0.8514374971389771,0.8561796918511391
272,0.28399448823183776,0.2929430628195405,0.8512187466025353,0.8550546884536743
273,0.2820722978562117,0.2930027379654348,0.852874992787838,0.8557890623807907
274,0.2830608174204826,0.29266732865944506,0.8510624974966049,0.8557968750596047
275,0.28236934961751103,0.2926076448522508,0.8517812475562095,0.8554062485694885
276,0.28186684125103056,0.29145484445616604,0.8515937462449074,0.8559687495231628
277,0.2824986199848354,0.2924134772736579,0.8512812435626984,0.8552187472581864
278,0.2821119914762676,0.29149664295837285,0.8521562486886978,0.8557968735694885
279,0.28183259894140067,0.29211495839990675,0.8520312443375587,0.8557890668511391
280,0.2816136538982391,0.2914890836924314,0.8522812440991402,0.8559062510728837
281,0.2811176162213087,0.29043887918815015,0.8518124938011169,0.856335936486721
282,0.2815807188861072,0.2914619790390134,0.8520937472581863,0.8558437481522561
283,0.2815216140355915,0.29181152964010837,0.8509062469005585,0.8555859416723252
284,0.2801311371847987,0.2909362385980785,0.8523437410593033,0.8560000047087669
285,0.28023090711794796,0.29107218543067576,0.8524374976754189,0.8561093777418136
286,0.2801871003117412,0.29021463058888913,0.852031247317791,0.8564921915531158
287,0.2808449129574001,0.29080899674445393,0.852124996483326,0.8560234367847442
288,0.2793133049737662,0.2900070460047573,0.8531249925494194,0.8561953127384185
289,0.27986503997817636,0.29021819001063703,0.8521874934434891,0.8563515663146972
290,0.2790676019154489,0.2899284951388836,0.8527499929070472,0.8567343771457672
291,0.279365154216066,0.29007547558285296,0.8523749932646751,0.8564921915531158
292,0.27943396400660275,0.29023546599783,0.8524374932050705,0.8559843763709069
293,0.27925115707330406,0.28969770623371005,0.8526562437415123,0.8564453125
294,0.2787165980786085,0.2891131930053234,0.8525312438607215,0.8567578166723251
295,0.2779860070440918,0.2893573349807411,0.8530312433838845,0.856539061665535
296,0.27890903714578597,0.28890970358625057,0.8526874944567681,0.8566718727350235
297,0.2784127463120967,0.2886295602656901,0.8527812451124192,0.8567187502980232
298,0.27768583185970785,0.2890045312233269,0.8534687429666519,0.8567734375596047
299,0.27958830087445674,0.2888677624519914,0.8526249900460243,0.8565625056624413
300,0.2777441594749689,0.28907395293936133,0.8532499954104423,0.8569921880960465
301,0.277818094054237,0.28814553045667707,0.8529374942183494,0.8570078104734421
302,0.2782079694326967,0.2881468289066106,0.8532187432050705,0.8570156246423721
303,0.2774991530459374,0.28825695300474763,0.8527187451720237,0.8569374948740005
304,0.27805989449843765,0.2878807358909398,0.8527187496423722,0.8566796869039536
305,0.2772573342546821,0.288135303882882,0.8534374937415123,0.8569374978542328
306,0.2768401469103992,0.28785457774065437,0.853749991953373,0.85702343583107
307,0.2768476114142686,0.28779916632920505,0.8537812456488609,0.8570937529206276
308,0.2770989138167351,0.2878136822022498,0.8527499958872795,0.8567578122019768
309,0.2763253825251013,0.2873586088884622,0.8537812441587448,0.8573046892881393
310,0.27664996809326114,0.2886266805231571,0.8535624951124191,0.8564921885728836
311,0.2770321748685092,0.2867961550597101,0.8533124938607216,0.8575859397649765
312,0.27657927237451074,0.2873820974025875,0.8533749952912331,0.8568671911954879
313,0.2761307900073007,0.2874964857939631,0.8539374947547913,0.8570468813180924
314,0.27604119554162027,0.28757201782427727,0.8534374952316284,0.8570781275629997
315,0.2761752616614103,0.28684113165363667,0.8533437475562096,0.8572890684008598
316,0.2757408224977553,0.2869868357665837,0.8538437440991402,0.8572812497615814
317,0.27620964078232646,0.2868197228293866,0.8536875009536743,0.858031252026558
318,0.2755588244413957,0.286825307412073,0.8535624951124191,0.8569843724370003
319,0.27554130982607605,0.28721438557840884,0.8540312469005584,0.8572890639305115
320,0.2760759685188532,0.28652604734525083,0.8533124998211861,0.8570312470197677
321,0.2761964705074206,0.2870280798058957,0.8532499969005585,0.8575078204274178
322,0.27582928696647285,0.2866584557574242,0.8538749948143959,0.857406248152256
323,0.2749728300608695,0.28694402943365277,0.8541249975562095,0.8571328073740005
324,0.2750092586968094,0.2860666611697525,0.8539999932050705,0.8579062551259995
325,0.27506627175025644,0.2857647073920816,0.8537187486886978,0.8574531301856041
326,0.27507663213182243,0.2860273963306099,0.8537499904632568,0.8574687495827675
327,0.2746469428529963,0.2854022870771587,0.8537499934434891,0.8577187463641167
328,0.2748028506524861,0.2855380257125944,0.8542812451720238,0.8576718762516975
329,0.2749200553400442,0.2858891953714192,0.8539062440395355,0.8572968766093254
330,0.27457478602882474,0.28564249011687937,0.8542187467217446,0.8576250076293945
331,0.27446347640361635,0.2848872364964336,0.8545312419533729,0.8577890634536743
332,0.27375163687393067,0.28473108084872367,0.8543124899268151,0.8575859352946281
333,0.27469231316354126,0.28551563136279584,0.8542812407016754,0.8573906227946282
334,0.2740319709759206,0.2848709044978023,0.8542499989271164,0.8579531252384186
335,0.274448522250168,0.28556042313575747,0.853687496483326,0.8574140653014183
336,0.2736988737247884,0.28590015205554664,0.8546249911189079,0.8573671922087669
337,0.2728046917356551,0.2847292293328792,0.8548749938607216,0.8575625002384186
338,0.2733098098309711,0.28537876536138357,0.8544999957084656,0.8574218779802323
339,0.27359521235339346,0.28497814778238534,0.8540937423706054,0.8577656283974647
340,0.2729656602256,0.28418661169707776,0.8549062490463257,0.8581796884536743
341,0.2741646406706423,0.28432968966662886,0.8543749928474427,0.8580390676856041
342,0.273754642624408,0.2846152240410447,0.8544374957680703,0.8578124955296517
343,0.2733414332848042,0.28465369064360857,0.8543437466025352,0.857937502861023
344,0.27286896042060105,0.28336278731003406,0.8544999912381173,0.858351568877697
345,0.273514704965055,0.28494507605209946,0.853593747317791,0.8575624957680702
346,0.2722993646049872,0.2839044380933046,0.8549062475562096,0.8580390572547912
347,0.2726436252705753,0.2834393776021898,0.854718741774559,0.8585390657186508
348,0.272340088407509,0.28334619337692857,0.8551874935626984,0.8583046898245812
349,0.27202385254204275,0.283180637517944,0.8549687445163727,0.8586796894669533
350,0.27205215939320626,0.2836917491164058,0.8546249940991402,0.85801562666893
351,0.2725008562440053,0.28391019883565605,0.8541874945163727,0.8576328158378601
352,0.2724693822674453,0.28267170805484054,0.8545624956488609,0.8585625007748604
353,0.271998285735026,0.28280884930863975,0.8545312404632568,0.8587890639901161
354,0.27201544851996007,0.28312512268312273,0.8545312464237214,0.85799999833107
355,0.27185004130005835,0.28356970017775895,0.8549999967217445,0.8578046903014183
356,0.2714831121265888,0.2839508956763893,0.8548437505960464,0.8575468778610229
357,0.2714957755524665,0.28388443742878733,0.8543749958276748,0.8580937489867211
358,0.2723423840245232,0.28286733203567566,0.8549062475562096,0.8579765647649765
359,0.27221069887746124,0.2825380915775895,0.854656244814396,0.8584765613079071
360,0.27166271349415183,0.28284822502173484,0.8548124954104424,0.8579531267285347
361,0.27277931694407015,0.28311272044666114,0.8542499959468841,0.8577968761324882
362,0.2720293709076941,0.2832066704053432,0.854281248152256,0.8580625057220459
363,0.27039551388006655,0.2829682237934321,0.8553749993443489,0.858117188513279
364,0.27133177598007024,0.28260428314097225,0.8548749938607216,0.8582421898841858
365,0.2710098544834182,0.28242838508449497,0.8550000011920929,0.8579687476158142
366,0.2710357785923406,0.2821133079007268,0.8550937458872795,0.8582578152418137
367,0.27068341432604937,0.2818423475138843,0.854843744635582,0.8586562514305115
368,0.2712728220270947,0.2823275682982057,0.8544687494635582,0.858031252026558
369,0.2703962249914184,0.28182617072016003,0.8548124954104424,0.8584609374403953
370,0.27217173352837565,0.2818547383882105,0.8542499974370003,0.8584687560796738
