,validation,training,group
0,1.0,1.0,20
1,1.0,0.75,20
2,1.0,0.75,20
3,1.0,0.25,20
4,1.0,0.75,20
5,1.0,0.5,20
6,1.0,0.75,20
7,1.0,1.0,20
8,1.0,0.25,20
9,1.0,0.5,20
10,1.0,0.75,20
11,1.0,1.0,20
12,1.0,1.0,20
13,1.0,0.5,20
14,1.0,0.75,20
15,1.0,0.75,20
16,1.0,0.75,20
17,1.0,0.5,20
18,1.0,0.5,20
19,1.0,0.5,20
20,1.0,0.5,20
21,1.0,1.0,20
22,1.0,0.5,20
23,1.0,0.75,20
24,1.0,0.5,20
25,1.0,1.0,20
26,1.0,0.5,20
27,1.0,0.75,20
28,1.0,0.5,20
29,1.0,0.5,20
30,1.0,1.0,20
31,1.0,0.75,20
32,1.0,0.75,20
33,1.0,0.75,20
34,1.0,0.75,20
35,1.0,0.5,20
36,1.0,0.5,20
37,1.0,1.0,20
38,1.0,0.25,20
39,1.0,0.5,20
40,1.0,0.75,20
41,1.0,0.75,20
42,1.0,0.5,20
43,1.0,1.0,20
44,1.0,0.5,20
45,1.0,0.75,20
46,1.0,0.5,20
47,1.0,0.5,20
48,1.0,0.75,20
49,1.0,0.0,20
50,1.0,0.9,50
51,1.0,0.9,50
52,1.0,0.9,50
53,1.0,0.8,50
54,1.0,0.6,50
55,1.0,0.6,50
56,1.0,0.9,50
57,1.0,0.9,50
58,1.0,0.9,50
59,1.0,0.8,50
60,1.0,0.9,50
61,1.0,0.7,50
62,1.0,0.6,50
63,1.0,1.0,50
64,1.0,1.0,50
65,1.0,1.0,50
66,1.0,0.7,50
67,1.0,1.0,50
68,1.0,1.0,50
69,1.0,0.8,50
70,1.0,0.9,50
71,1.0,0.8,50
72,1.0,0.8,50
73,1.0,0.8,50
74,1.0,0.9,50
75,1.0,0.8,50
76,1.0,1.0,50
77,1.0,0.8,50
78,1.0,0.6,50
79,1.0,1.0,50
80,1.0,0.8,50
81,1.0,1.0,50
82,1.0,1.0,50
83,1.0,0.9,50
84,1.0,0.7,50
85,1.0,0.8,50
86,1.0,0.6,50
87,1.0,0.8,50
88,1.0,0.8,50
89,1.0,0.9,50
90,1.0,0.7,50
91,1.0,0.8,50
92,1.0,0.9,50
93,1.0,0.9,50
94,1.0,0.9,50
95,1.0,0.8,50
96,1.0,0.9,50
97,1.0,0.8,50
98,1.0,0.9,50
99,1.0,0.7,50
100,1.0,0.85,100
101,1.0,0.95,100
102,1.0,0.9,100
103,1.0,0.95,100
104,1.0,0.8,100
105,1.0,0.8,100
106,1.0,0.95,100
107,1.0,0.9,100
108,1.0,0.7,100
109,1.0,0.9,100
110,1.0,0.9,100
111,1.0,0.9,100
112,1.0,0.85,100
113,1.0,0.9,100
114,1.0,0.95,100
115,1.0,0.9,100
116,1.0,1.0,100
117,1.0,0.7,100
118,1.0,0.8,100
119,1.0,0.75,100
120,1.0,0.75,100
121,1.0,0.9,100
122,1.0,0.8,100
123,1.0,0.95,100
124,1.0,0.9,100
125,1.0,0.7,100
126,1.0,0.95,100
127,1.0,0.75,100
128,1.0,0.75,100
129,1.0,0.9,100
130,1.0,0.9,100
131,1.0,0.95,100
132,1.0,0.9,100
133,1.0,0.8,100
134,1.0,0.9,100
135,1.0,0.8,100
136,1.0,0.9,100
137,1.0,0.85,100
138,1.0,1.0,100
139,1.0,0.85,100
140,1.0,0.95,100
141,1.0,0.95,100
142,1.0,0.85,100
143,1.0,0.95,100
144,1.0,0.95,100
145,1.0,0.75,100
146,1.0,0.85,100
147,1.0,0.85,100
148,1.0,1.0,100
149,1.0,0.85,100
150,1.0,0.9333333333333333,150
151,1.0,0.9333333333333333,150
152,1.0,0.9,150
153,1.0,0.9333333333333333,150
154,1.0,0.7666666666666667,150
155,1.0,0.9666666666666667,150
156,1.0,0.8333333333333334,150
157,1.0,0.8666666666666667,150
158,1.0,0.8666666666666667,150
159,1.0,0.8666666666666667,150
160,1.0,0.9,150
161,1.0,0.8666666666666667,150
162,1.0,0.9,150
163,1.0,0.9,150
164,1.0,0.8666666666666667,150
165,1.0,0.9,150
166,1.0,0.8333333333333334,150
167,1.0,0.8333333333333334,150
168,1.0,0.9,150
169,1.0,0.8333333333333334,150
170,1.0,0.9,150
171,1.0,0.9666666666666667,150
172,1.0,0.9333333333333333,150
173,1.0,0.7666666666666667,150
174,1.0,0.8666666666666667,150
175,1.0,0.8666666666666667,150
176,1.0,0.9,150
177,1.0,0.8,150
178,1.0,0.7666666666666667,150
179,1.0,0.8666666666666667,150
180,1.0,0.8666666666666667,150
181,1.0,0.7666666666666667,150
182,1.0,0.9333333333333333,150
183,1.0,0.9666666666666667,150
184,1.0,0.9666666666666667,150
185,1.0,0.9,150
186,1.0,0.9333333333333333,150
187,1.0,0.9333333333333333,150
188,1.0,0.9333333333333333,150
189,1.0,0.8333333333333334,150
190,1.0,0.8666666666666667,150
191,1.0,0.8333333333333334,150
192,1.0,0.9,150
193,1.0,1.0,150
194,1.0,0.9,150
195,1.0,0.9,150
196,1.0,1.0,150
197,1.0,0.9333333333333333,150
198,1.0,0.9,150
199,1.0,0.8666666666666667,150
200,1.0,0.925,200
201,1.0,0.85,200
202,1.0,0.85,200
203,1.0,0.925,200
204,1.0,0.85,200
205,1.0,0.9,200
206,1.0,0.875,200
207,1.0,0.85,200
208,1.0,0.875,200
209,1.0,0.85,200
210,1.0,0.95,200
211,1.0,0.925,200
212,1.0,0.925,200
213,1.0,1.0,200
214,1.0,0.8,200
215,1.0,0.9,200
216,1.0,0.85,200
217,1.0,0.825,200
218,1.0,0.95,200
219,1.0,0.95,200
220,1.0,0.85,200
221,1.0,0.85,200
222,1.0,0.925,200
223,1.0,0.775,200
224,1.0,0.9,200
225,1.0,0.825,200
226,1.0,0.9,200
227,1.0,0.9,200
228,1.0,0.85,200
229,1.0,0.85,200
230,1.0,0.95,200
231,1.0,0.925,200
232,1.0,0.85,200
233,1.0,0.875,200
234,1.0,0.825,200
235,1.0,0.95,200
236,1.0,0.9,200
237,1.0,0.8,200
238,1.0,0.95,200
239,1.0,0.925,200
240,1.0,0.85,200
241,1.0,0.9,200
242,1.0,0.825,200
243,1.0,0.95,200
244,1.0,0.9,200
245,1.0,0.95,200
246,1.0,0.95,200
247,1.0,0.9,200
248,1.0,0.875,200
249,1.0,0.9,200
250,1.0,0.86,250
251,1.0,0.92,250
252,1.0,0.92,250
253,1.0,0.92,250
254,1.0,0.94,250
255,1.0,0.9,250
256,1.0,0.92,250
257,1.0,0.9,250
258,1.0,0.94,250
259,1.0,0.96,250
260,1.0,0.92,250
261,1.0,0.82,250
262,1.0,0.88,250
263,1.0,0.9,250
264,1.0,0.96,250
265,1.0,0.9,250
266,1.0,0.96,250
267,1.0,0.9,250
268,1.0,0.88,250
269,1.0,0.92,250
270,1.0,0.96,250
271,1.0,1.0,250
272,1.0,0.94,250
273,1.0,0.92,250
274,1.0,0.88,250
275,1.0,0.84,250
276,1.0,0.92,250
277,1.0,0.94,250
278,1.0,0.94,250
279,1.0,0.94,250
280,1.0,0.88,250
281,1.0,0.9,250
282,1.0,0.92,250
283,1.0,0.86,250
284,1.0,0.92,250
285,1.0,0.94,250
286,1.0,0.86,250
287,1.0,0.8,250
288,1.0,0.8,250
289,1.0,0.94,250
290,1.0,0.9,250
291,1.0,0.84,250
292,1.0,0.92,250
293,1.0,0.92,250
294,1.0,0.94,250
295,1.0,0.88,250
296,1.0,0.92,250
297,1.0,0.96,250
298,1.0,0.92,250
299,1.0,0.88,250
300,1.0,0.9,300
301,1.0,0.9166666666666666,300
302,1.0,0.8333333333333334,300
