,validation,training,group
303,1.0,0.8666666666666667,300
304,1.0,0.8666666666666667,300
305,1.0,0.8666666666666667,300
306,1.0,0.85,300
307,1.0,0.8833333333333333,300
308,1.0,0.9333333333333333,300
309,1.0,0.9,300
310,1.0,0.9,300
311,1.0,0.9,300
312,1.0,0.9333333333333333,300
313,1.0,0.9166666666666666,300
314,1.0,0.8666666666666667,300
315,1.0,0.8833333333333333,300
316,1.0,0.8833333333333333,300
317,1.0,0.8166666666666667,300
318,1.0,0.8333333333333334,300
319,1.0,0.95,300
320,1.0,0.85,300
321,1.0,0.9833333333333333,300
322,1.0,0.9,300
323,1.0,0.9833333333333333,300
324,1.0,0.9666666666666667,300
325,1.0,0.9333333333333333,300
326,1.0,0.8666666666666667,300
327,1.0,0.9166666666666666,300
328,1.0,0.95,300
329,1.0,1.0,300
330,1.0,0.9166666666666666,300
331,1.0,0.9333333333333333,300
332,1.0,0.85,300
333,1.0,0.95,300
334,1.0,0.95,300
335,1.0,0.9333333333333333,300
336,1.0,0.8666666666666667,300
337,1.0,0.9333333333333333,300
338,1.0,0.8666666666666667,300
339,1.0,0.9166666666666666,300
340,1.0,0.8833333333333333,300
341,1.0,0.85,300
342,1.0,0.9166666666666666,300
343,1.0,0.9333333333333333,300
344,1.0,0.9,300
345,1.0,0.9333333333333333,300
346,1.0,0.8833333333333333,300
347,1.0,0.9,300
348,1.0,0.95,300
349,1.0,0.9166666666666666,300
350,1.0,0.875,400
351,1.0,0.9,400
352,1.0,0.875,400
353,1.0,0.9,400
354,1.0,0.9125,400
355,1.0,0.925,400
356,1.0,0.9375,400
357,1.0,0.8375,400
358,1.0,0.8875,400
359,1.0,0.875,400
360,1.0,0.8875,400
361,1.0,0.975,400
362,1.0,0.8875,400
363,1.0,0.975,400
364,1.0,0.9125,400
365,1.0,0.9375,400
366,1.0,0.9375,400
367,1.0,0.9375,400
368,1.0,0.9,400
369,1.0,0.8875,400
370,1.0,0.8375,400
371,1.0,0.925,400
372,1.0,0.8875,400
373,1.0,0.9,400
374,1.0,0.9375,400
375,1.0,0.975,400
376,1.0,0.8625,400
377,1.0,0.925,400
378,1.0,0.9625,400
379,1.0,0.9625,400
380,1.0,0.9125,400
381,1.0,0.85,400
382,1.0,0.9375,400
383,1.0,0.9125,400
384,1.0,0.9375,400
385,1.0,0.9375,400
386,1.0,0.925,400
387,1.0,0.875,400
388,1.0,0.9,400
389,1.0,0.9125,400
390,1.0,0.9125,400
391,1.0,0.9125,400
392,1.0,0.95,400
393,1.0,0.875,400
394,1.0,0.975,400
395,1.0,0.925,400
396,1.0,0.9125,400
397,1.0,0.9375,400
398,1.0,0.9125,400
399,1.0,0.875,400
400,1.0,0.98,500
401,1.0,0.95,500
402,1.0,0.95,500
403,1.0,0.97,500
404,1.0,0.89,500
405,1.0,0.94,500
406,1.0,0.89,500
407,1.0,0.96,500
408,1.0,0.96,500
409,1.0,0.94,500
410,1.0,0.92,500
411,1.0,0.9,500
412,1.0,0.9,500
413,1.0,0.88,500
414,1.0,0.9,500
415,1.0,0.92,500
416,1.0,0.91,500
417,1.0,0.91,500
418,1.0,0.92,500
419,1.0,0.89,500
420,1.0,0.92,500
421,1.0,0.98,500
422,1.0,0.86,500
423,1.0,0.92,500
424,1.0,0.89,500
425,1.0,0.9,500
426,1.0,0.92,500
427,1.0,0.91,500
428,1.0,0.96,500
429,1.0,0.95,500
430,1.0,0.92,500
431,1.0,0.93,500
432,1.0,0.9,500
433,1.0,0.92,500
434,1.0,0.93,500
435,1.0,0.92,500
436,1.0,0.95,500
437,1.0,0.88,500
438,1.0,0.95,500
439,1.0,0.82,500
440,1.0,0.93,500
441,1.0,0.95,500
442,1.0,0.94,500
443,1.0,0.91,500
444,1.0,0.9,500
445,1.0,0.94,500
446,1.0,0.95,500
447,1.0,0.91,500
448,1.0,0.93,500
449,1.0,0.94,500
