,validation,training,group
0,1.0,0.5,20
1,0.7361111111111112,0.25,20
2,1.0,0.800000011920929,50
3,0.45277776651912266,0.4000000059604645,50
4,1.0,0.8500000238418579,100
5,1.0,0.361111107799742,100
6,0.9277777870496114,0.6518518593576219,150
7,0.9037037028206719,0.5962963104248047,150
8,0.9368055529064603,0.8055555489328172,200
9,0.9083333280351427,0.7555555502573649,200
10,0.9577777783075968,0.7866666648123,250
11,0.5933333237965902,0.36222223109669155,250
12,0.9402777685059441,0.7648148205545213,300
13,0.9564814700020684,0.5907407270537482,300
14,0.9496527711550394,0.7902777724795871,400
15,0.9500000013245476,0.8041666679912143,400
16,0.954444428284963,0.8388888902134366,500
17,0.9486111005147299,0.702222208182017,500
