,validation,training,group
0,1.0,0.75,20
1,0.9305555555555556,0.25,20
2,1.0,0.75,20
3,1.0,0.5,20
4,1.0,0.5,20
5,1.0,0.25,20
6,1.0,0.5,20
7,1.0,0.25,20
8,1.0,0.75,20
9,1.0,1.0,20
10,1.0,0.5888889100816515,50
11,0.49166666467984516,0.3888888955116272,50
12,0.9750000238418579,0.699999988079071,50
13,1.0,0.800000011920929,50
14,1.0,0.5,50
15,1.0,0.4000000059604645,50
16,0.8916666507720947,0.4000000059604645,50
17,0.8999999761581421,0.6000000105963813,50
18,0.9361111124356588,0.47777777910232544,50
19,1.0,0.6000000238418579,50
20,1.0,0.6333333253860474,100
21,1.0,0.5888889100816515,100
22,1.0,0.8500000238418579,100
23,0.8847222195731269,0.8444444603390164,100
24,1.0,0.7055555449591743,100
25,0.7069444325235155,0.41111111640930176,100
26,0.9069444470935397,0.4722222222222222,100
27,0.9388888875643412,0.3555555542310079,100
28,0.9736111296547784,0.6833333174387614,100
29,1.0,0.5611111256811354,100
30,0.9120370480749342,0.6814814805984497,150
31,0.9564814766248068,0.5444444550408257,150
32,0.9861111243565878,0.58518519004186,150
33,0.9759259223937988,0.7555555568801032,150
34,0.8629629611968994,0.5296296311749352,150
35,0.5490740802552965,0.45185185472170514,150
36,0.9490740630361769,0.6259259316656325,150
37,0.9342592623498704,0.6111111243565878,150
38,1.0,0.6333333253860474,150
39,0.9759259290165372,0.6259259250428941,150
40,0.9451388849152459,0.7027777764532301,200
41,0.8604166640175713,0.7638888822661506,200
42,0.9993055529064603,0.6277777751286825,200
43,0.8805555568801032,0.6888888875643412,200
44,0.8916666640175713,0.47499999072816634,200
45,1.0,0.7805555396609836,200
46,0.9201388955116272,0.6222222248713175,200
47,1.0,0.799999992052714,200
48,0.9736111097865634,0.6833333373069763,200
49,0.7118055489328172,0.5472222103012933,200
50,0.9183333317438761,0.7622222171889411,250
51,0.9277777804268731,0.5800000098016527,250
52,0.9627777867847018,0.7577777836057875,250
53,1.0,0.8399999737739563,250
54,0.9961111148198446,0.8222222129503886,250
55,0.9322222272555033,0.7288888957765367,250
56,0.7716666592491997,0.46444444523917305,250
57,0.9300000071525574,0.7777777711550394,250
58,0.8922222057978312,0.42222222023540074,250
59,0.9711111121707492,0.7622222105662028,250
60,0.9976851873927646,0.7888889114061991,300
61,0.9782407548692491,0.7666666706403097,300
62,0.9981481499142117,0.612962974442376,300
63,0.9578703708118863,0.9074074096149869,300
64,0.8986111217074924,0.6611111031638252,300
65,0.9916666679912143,0.7574074003431532,300
66,1.0,0.7407407363255819,300
67,0.987500011920929,0.7018518447875977,300
68,0.9222222235467699,0.785185178120931,300
69,0.9587962826093038,0.8462962971793281,300
70,0.9666666587193807,0.779166665342119,400
71,1.0,0.8694444431198968,400
72,0.5618055462837219,0.33194444245762295,400
73,0.9659722182485793,0.7819444470935397,400
74,0.9649305608537462,0.6236111058129205,400
75,0.524999996026357,0.3583333392937978,400
76,0.9555555648273892,0.6319444378217062,400
77,1.0,0.8902777632077535,400
78,0.9996527764532301,0.8388888769679599,400
79,0.9777777724795871,0.8263888822661506,400
80,0.9891666769981384,0.9066666629579332,500
81,0.9688888920678033,0.8111110991901822,500
82,1.0,0.8622222344080607,500
83,1.0,0.9011110928323534,500
84,0.9619444476233588,0.846666673819224,500
85,0.9055555462837219,0.5766666664017571,500
86,0.9577777650621202,0.8144444359673394,500
87,0.9747222264607748,0.767777767446306,500
88,0.9872222211625841,0.9133333497577243,500
89,0.9150000082121955,0.7566666603088379,500
