,validation,training,group
0,1.0,0.75,20
1,0.8472222222222222,0.0,20
2,1.0,0.75,20
3,1.0,0.5,20
4,0.9375,0.5,20
5,1.0,0.5,20
6,1.0,0.25,20
7,0.7916666666666666,0.5,20
8,1.0,0.5,20
9,1.0,0.5,20
10,1.0,0.5,20
11,0.875,0.4444444444444444,20
12,1.0,0.05555555555555555,20
13,0.9375,1.0,20
14,0.9097222222222222,0.25,20
15,1.0,0.75,20
16,1.0,0.25,20
17,1.0,0.1388888888888889,20
18,0.9583333333333334,0.25,20
19,0.9513888888888888,0.6388888888888888,20
20,0.75,0.0,20
21,0.8125,0.5,20
22,1.0,0.75,20
23,1.0,0.027777777777777776,20
24,1.0,0.25,20
25,0.625,0.5,20
26,1.0,0.25,20
27,1.0,0.5,20
28,1.0,0.25,20
29,1.0,0.5,20
30,0.9375,0.5,20
31,1.0,0.4166666666666667,20
32,1.0,0.7222222222222222,20
33,0.5,0.25,20
34,1.0,0.25,20
35,1.0,0.0,20
36,0.6875,0.1111111111111111,20
37,0.7083333333333334,0.5,20
38,0.9375,0.25,20
39,0.9444444444444444,0.8611111111111112,20
40,1.0,0.75,20
41,1.0,0.5,20
42,1.0,0.5,20
43,1.0,0.5,20
44,1.0,0.75,20
45,1.0,0.25,20
46,1.0,0.5,20
47,1.0,0.25,20
48,1.0,0.25,20
49,1.0,0.75,20
50,1.0,0.7111111018392775,50
51,1.0,0.4000000059604645,50
52,0.722222215599484,0.577777796321445,50
53,0.7777777711550394,0.10000000149011612,50
54,0.9833333492279053,0.5888889100816515,50
55,1.0,0.800000011920929,50
56,1.0,0.8999999761581421,50
57,0.9194444417953491,0.5333333412806193,50
58,0.8888888888888888,0.5222222275204129,50
59,1.0,0.8999999761581421,50
60,1.0,0.5222222275204129,50
61,1.0,0.5,50
62,1.0,0.5555555688010322,50
63,1.0,0.6000000238418579,50
64,0.9944444497426351,0.800000011920929,50
65,0.9972222248713175,0.6000000238418579,50
66,0.8555555608537462,0.5666666858726077,50
67,1.0,0.5111111137602065,50
68,1.0,0.6444444523917304,50
69,1.0,0.4000000059604645,50
70,0.7027777896987067,0.5,50
71,1.0,0.6777777738041348,50
72,0.9527777764532301,0.6888888809416029,50
73,1.0,0.20000000298023224,50
74,0.9750000238418579,0.4000000059604645,50
75,1.0,0.800000011920929,50
76,0.9944444497426351,0.30000001192092896,50
