,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_dropout_rate,param_layers,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
0,118.60397094488144,15.423303526120138,0.376934289932251,0.1116470180250496,0.0,"(10, 20, 30, 40)","{'dropout_rate': 0.0, 'layers': (10, 20, 30, 40)}",0.6812499761581421,0.7225000262260437,0.7281249761581421,0.737500011920929,0.7173437476158142,0.021516606532888293,19
1,110.38301688432693,23.990497985214642,0.3850489854812622,0.11627668935528662,0.0,"(10, 20, 30, 40, 30)","{'dropout_rate': 0.0, 'layers': (10, 20, 30, 40, 30)}",0.8399999737739563,0.8500000238418579,0.7300000190734863,0.7106249928474426,0.7826562523841858,0.06281852273392631,7
2,133.24959444999695,5.70478535581166,0.4202984571456909,0.1375820756279061,0.0,"(10, 20, 30, 40, 30, 20)","{'dropout_rate': 0.0, 'layers': (10, 20, 30, 40, 30, 20)}",0.7868750095367432,0.893750011920929,0.9243749976158142,0.7437499761581421,0.8371874988079071,0.0742679188035216,1
3,68.61187493801117,1.3165850598032067,0.22027379274368286,0.01298695004905002,0.0,"(10, 20, 30, 40, 30, 20, 10)","{'dropout_rate': 0.0, 'layers': (10, 20, 30, 40, 30, 20, 10)}",0.7825000286102295,0.5212500095367432,0.7850000262260437,0.7518749833106995,0.710156261920929,0.10984219765007266,20
4,67.40612196922302,8.949540778623284,0.24053972959518433,0.023889574166625408,0.1,"(10, 20, 30, 40)","{'dropout_rate': 0.1, 'layers': (10, 20, 30, 40)}",0.746874988079071,0.8531249761581421,0.7643749713897705,0.7418749928474426,0.7765624821186066,0.044985887024721366,8
5,71.08663213253021,6.599770828808152,0.22564202547073364,0.01263911591506065,0.1,"(10, 20, 30, 40, 30)","{'dropout_rate': 0.1, 'layers': (10, 20, 30, 40, 30)}",0.8518750071525574,0.7549999952316284,0.6800000071525574,0.7306249737739563,0.7543749958276749,0.06245467420574527,13
6,71.29565358161926,0.27742767488213627,0.25018012523651123,0.027093260426430822,0.1,"(10, 20, 30, 40, 30, 20)","{'dropout_rate': 0.1, 'layers': (10, 20, 30, 40, 30, 20)}",0.7787500023841858,0.7562500238418579,0.765625,0.9262499809265137,0.8067187517881393,0.0694725748390915,3
7,72.90857261419296,0.9924412688639583,0.2657334804534912,0.03041279624927907,0.1,"(10, 20, 30, 40, 30, 20, 10)","{'dropout_rate': 0.1, 'layers': (10, 20, 30, 40, 30, 20, 10)}",0.5062500238418579,0.7387499809265137,0.7537500262260437,0.5943750143051147,0.6482812613248825,0.10294052346482717,23
8,62.45253366231918,1.297145345783708,0.24162697792053223,0.021732870987447247,0.2,"(10, 20, 30, 40)","{'dropout_rate': 0.2, 'layers': (10, 20, 30, 40)}",0.8199999928474426,0.684374988079071,0.721875011920929,0.8012499809265137,0.7568749934434891,0.055756512059776296,12
9,63.812465131282806,0.35685153868185204,0.21694433689117432,0.01423381617389428,0.2,"(10, 20, 30, 40, 30)","{'dropout_rate': 0.2, 'layers': (10, 20, 30, 40, 30)}",0.7162500023841858,0.7318750023841858,0.7262499928474426,0.7418749928474426,0.7290624976158142,0.009275511229377436,17
