,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_dropout_rate,param_layers,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
0,22.81857395172119,0.1166031464762411,0.16051578521728516,0.004908602605673955,0.0,"(20, 20)","{'dropout_rate': 0.0, 'layers': (20, 20)}",0.9212499856948853,0.9887499809265137,0.9387500286102295,0.9762499928474426,0.9562499970197678,0.027329006907142163,14
1,25.348185539245605,0.10745525163704363,0.17236703634262085,0.016169799245267437,0.0,"(30, 30)","{'dropout_rate': 0.0, 'layers': (30, 30)}",0.9762499928474426,0.9962499737739563,0.9225000143051147,0.9912499785423279,0.9715624898672104,0.02926673992969509,7
2,27.88479483127594,0.19620723496093292,0.1607494354248047,0.007489153894800336,0.0,"(80, 80)","{'dropout_rate': 0.0, 'layers': (80, 80)}",0.9787499904632568,0.956250011920929,0.9925000071525574,0.9887499809265137,0.9790624976158142,0.014097173118615731,1
3,30.7979656457901,6.118973384645064,0.175398588180542,0.011579377245471903,0.0,"(20, 30, 20)","{'dropout_rate': 0.0, 'layers': (20, 30, 20)}",0.9637500047683716,0.9725000262260437,0.9900000095367432,0.9850000143051147,0.9778125137090683,0.010321965659846825,2
4,0.00890040397644043,0.0004872231397216049,0.0,0.0,0.0,40,"{'dropout_rate': 0.0, 'layers': 40}",,,,,,,48
5,28.345395505428314,7.549774267276078,0.1785346269607544,0.02539693647678791,0.1,"(20, 20)","{'dropout_rate': 0.1, 'layers': (20, 20)}",0.9612500071525574,0.9975000023841858,0.925000011920929,0.9225000143051147,0.9515625089406967,0.03063615416400942,19
6,26.24675488471985,0.23121277636866597,0.1699473261833191,0.00712047463861259,0.1,"(30, 30)","{'dropout_rate': 0.1, 'layers': (30, 30)}",0.9925000071525574,0.9375,0.925000011920929,0.918749988079071,0.9434375017881393,0.029119571278852247,22
7,29.61576783657074,0.15120441688210626,0.1683720350265503,0.00886687372447392,0.1,"(80, 80)","{'dropout_rate': 0.1, 'layers': (80, 80)}",0.9937499761581421,0.9424999952316284,0.9912499785423279,0.981249988079071,0.9771874845027924,0.020565722183343647,3
8,27.814607977867126,0.16780934823645186,0.17098015546798706,0.01405141114904491,0.1,"(20, 30, 20)","{'dropout_rate': 0.1, 'layers': (20, 30, 20)}",0.9237499833106995,0.9362499713897705,0.9574999809265137,0.9900000095367432,0.9518749862909317,0.025101368714890687,18
9,0.008699893951416016,0.00048403111407615174,0.0,0.0,0.1,40,"{'dropout_rate': 0.1, 'layers': 40}",,,,,,,47
10,23.591566264629364,0.06747219196138594,0.16728752851486206,0.01587203639016594,0.2,"(20, 20)","{'dropout_rate': 0.2, 'layers': (20, 20)}",0.9237499833106995,0.9375,0.9150000214576721,0.9837499856948853,0.9399999976158142,0.026501760402952677,25
11,26.232793629169464,0.19241010212639797,0.15723103284835815,0.004088501670879535,0.2,"(30, 30)","{'dropout_rate': 0.2, 'layers': (30, 30)}",0.9700000286102295,0.9350000023841858,0.9200000166893005,0.9300000071525574,0.9387500137090683,0.01883315573158033,28
12,29.571093142032623,0.18210803649405555,0.16403472423553467,0.010119667667871875,0.2,"(80, 80)","{'dropout_rate': 0.2, 'layers': (80, 80)}",0.9862499833106995,0.9337499737739563,0.9787499904632568,0.9800000190734863,0.9696874916553497,0.020942172927505272,10
13,27.77488225698471,0.025640592886855624,0.506446361541748,0.5536655105708099,0.2,"(20, 30, 20)","{'dropout_rate': 0.2, 'layers': (20, 30, 20)}",0.9787499904632568,0.9937499761581421,0.981249988079071,0.9150000214576721,0.9671874940395355,0.03066163242940833,11
14,0.009233713150024414,0.0007337370023310076,0.0,0.0,0.2,40,"{'dropout_rate': 0.2, 'layers': 40}",,,,,,,46
15,23.6990807056427,0.2126958515902579,0.18927794694900513,0.01949751183002584,0.3,"(20, 20)","{'dropout_rate': 0.3, 'layers': (20, 20)}",0.9925000071525574,0.9925000071525574,0.9275000095367432,0.9850000143051147,0.9743750095367432,0.027235947883608072,5
16,26.181527614593506,0.17667810686291255,0.16499727964401245,0.000739158800401932,0.3,"(30, 30)","{'dropout_rate': 0.3, 'layers': (30, 30)}",0.9237499833106995,0.9350000023841858,0.9624999761581421,0.9850000143051147,0.9515624940395355,0.023903703476035938,20
17,29.547003388404846,0.13563767016858855,0.16927963495254517,0.003926852882997576,0.3,"(80, 80)","{'dropout_rate': 0.3, 'layers': (80, 80)}",0.9100000262260437,0.9362499713897705,0.9925000071525574,0.9850000143051147,0.9559375047683716,0.03420269341194947,15
18,27.870483994483948,0.07570010948811161,0.17329663038253784,0.01765184478519762,0.3,"(20, 30, 20)","{'dropout_rate': 0.3, 'layers': (20, 30, 20)}",0.918749988079071,0.9950000047683716,0.9937499761581421,0.9862499833106995,0.973437488079071,0.03175067711187144,6
19,0.009483575820922852,0.0008857023183600747,0.0,0.0,0.3,40,"{'dropout_rate': 0.3, 'layers': 40}",,,,,,,45
20,23.393639624118805,0.08330145177609712,0.1550915241241455,0.0013851451262643208,0.4,"(20, 20)","{'dropout_rate': 0.4, 'layers': (20, 20)}",0.9212499856948853,0.987500011920929,0.9850000143051147,0.9225000143051147,0.9540625065565109,0.032202672998931585,16
21,30.020119726657867,6.654499901206583,0.15797501802444458,0.004121794942818331,0.4,"(30, 30)","{'dropout_rate': 0.4, 'layers': (30, 30)}",0.918749988079071,0.9350000023841858,0.9237499833106995,0.9900000095367432,0.9418749958276749,0.028401428403601162,24
