,validation,training,loss_val,loss,group
0,0.9100000262260437,0.9200000166893005,0.1996927261352539,0.20335444808006287,500 samples
1,0.9100000262260437,0.9225000143051147,0.1744062304496765,0.16979481279850006,500 samples
2,0.9100000262260437,0.925000011920929,0.2473915070295334,0.22278602421283722,500 samples
3,0.9800000190734863,0.9599999785423279,0.10321870446205139,0.1390833854675293,500 samples
4,0.9100000262260437,0.9225000143051147,0.24691495299339294,0.22418799996376038,500 samples
5,0.9100000262260437,0.9200000166893005,0.18245166540145874,0.17655238509178162,500 samples
6,0.9200000166893005,0.9200000166893005,0.15251752734184265,0.18402467668056488,500 samples
7,0.9100000262260437,0.9175000190734863,0.1814812421798706,0.18253399431705475,500 samples
8,0.9200000166893005,0.9200000166893005,0.16962550580501556,0.19643445312976837,500 samples
9,0.9100000262260437,0.9200000166893005,0.18512676656246185,0.19260042905807495,500 samples
10,0.9100000262260437,0.925000011920929,0.17975160479545593,0.16617411375045776,2000 samples
11,0.9100000262260437,0.9231250286102295,0.18175433576107025,0.16859659552574158,2000 samples
12,0.9900000095367432,0.9806249737739563,0.036382969468832016,0.041106775403022766,2000 samples
13,0.9900000095367432,0.9906250238418579,0.020661914721131325,0.02260882593691349,2000 samples
14,0.9150000214576721,0.9256250262260437,0.18141387403011322,0.1634048968553543,2000 samples
15,0.925000011920929,0.9387500286102295,0.16304120421409607,0.1623631715774536,2000 samples
16,0.9925000071525574,0.9900000095367432,0.03374829888343811,0.03510977327823639,2000 samples
17,0.9100000262260437,0.9281250238418579,0.20756934583187103,0.18363775312900543,2000 samples
18,0.9200000166893005,0.934374988079071,0.16930757462978363,0.15541964769363403,2000 samples
19,0.7524999976158142,0.7643749713897705,0.45928695797920227,0.4534081220626831,2000 samples
20,0.9962499737739563,0.9756249785423279,0.026273708790540695,0.06640193611383438,4000 samples
21,0.9950000047683716,0.9893749952316284,0.020881187170743942,0.029926391318440437,4000 samples
22,0.9900000095367432,0.987500011920929,0.02578446827828884,0.030607178807258606,4000 samples
23,0.9825000166893005,0.989062488079071,0.03459947183728218,0.026318378746509552,4000 samples
24,0.9700000286102295,0.9637500047683716,0.08086336404085159,0.09500386565923691,4000 samples
25,0.981249988079071,0.973437488079071,0.06850580871105194,0.0814175009727478,4000 samples
26,0.9900000095367432,0.9775000214576721,0.03845098614692688,0.05961184203624725,4000 samples
27,0.9937499761581421,0.9896875023841858,0.020124102011322975,0.023903589695692062,4000 samples
28,0.9312499761581421,0.926562488079071,0.14665549993515015,0.1590093970298767,4000 samples
29,0.9275000095367432,0.9278125166893005,0.20129412412643433,0.21093958616256714,4000 samples
30,0.9887499809265137,0.9873437285423279,0.024864953011274338,0.03325796127319336,8000 samples
31,0.9649999737739563,0.949999988079071,0.0900048241019249,0.11679650098085403,8000 samples
32,0.9931250214576721,0.9876562356948853,0.0168734323233366,0.027413377538323402,8000 samples
33,0.9787499904632568,0.9895312786102295,0.041870713233947754,0.031074974685907364,8000 samples
34,0.9431250095367432,0.9278125166893005,0.13887496292591095,0.16315072774887085,8000 samples
35,0.9962499737739563,0.9920312762260437,0.013481377623975277,0.01799808442592621,8000 samples
36,0.9931250214576721,0.9917187690734863,0.018930992111563683,0.020157091319561005,8000 samples
37,0.8831250071525574,0.8842187523841858,0.23088201880455017,0.228728249669075,8000 samples
38,0.9443749785423279,0.9284374713897705,0.13997747004032135,0.16269280016422272,8000 samples
39,0.9449999928474426,0.9276562333106995,0.13413801789283752,0.15739889442920685,8000 samples
40,0.9918749928474426,0.9893749952316284,0.019287023693323135,0.02904346212744713,16000 samples
41,0.9300000071525574,0.9293749928474426,0.20597954094409943,0.20338162779808044,16000 samples
42,0.9868749976158142,0.9920312762260437,0.030029958114027977,0.023004669696092606,16000 samples
43,0.9403125047683716,0.9378125071525574,0.14389248192310333,0.14740073680877686,16000 samples
44,0.9603124856948853,0.9580468535423279,0.09096357226371765,0.09395616501569748,16000 samples
45,0.9287499785423279,0.9298437237739563,0.15497328341007233,0.154311403632164,16000 samples
46,0.9321874976158142,0.938281238079071,0.14290332794189453,0.13721512258052826,16000 samples
47,0.9300000071525574,0.9290624856948853,0.15617945790290833,0.15738250315189362,16000 samples
48,0.9965624809265137,0.9884374737739563,0.010594557970762253,0.03073974698781967,16000 samples
49,0.9300000071525574,0.9305468797683716,0.20533998310565948,0.19940680265426636,16000 samples
50,0.9975000023841858,0.9777812361717224,0.024677736684679985,0.051033031195402145,Augmented set
51,0.9925000071525574,0.9786562323570251,0.022178728133440018,0.05159459635615349,Augmented set
52,0.9912499785423279,0.9775000214576721,0.028402242809534073,0.05608754605054855,Augmented set
53,0.9925000071525574,0.9787812232971191,0.024785881862044334,0.04995565116405487,Augmented set
54,0.9950000047683716,0.9780312776565552,0.02031930536031723,0.05104359611868858,Augmented set
55,0.9399999976158142,0.9241874814033508,0.1533936858177185,0.1767156720161438,Augmented set
56,0.9962499737739563,0.9804999828338623,0.020997658371925354,0.04677213355898857,Augmented set
57,0.9962499737739563,0.9785937666893005,0.020849602296948433,0.05003189295530319,Augmented set
58,0.9850000143051147,0.9775000214576721,0.027384808287024498,0.05175385996699333,Augmented set
59,0.9887499809265137,0.9778749942779541,0.028501207008957863,0.04872298985719681,Augmented set
