,validation,training,loss_val,loss,group
0,0.9100000262260437,0.925000011920929,0.23675209283828735,0.22589954733848572,500 samples
1,0.9200000166893005,0.9325000047683716,0.19721990823745728,0.20150695741176605,500 samples
2,0.9200000166893005,0.9175000190734863,0.20325495302677155,0.21055856347084045,500 samples
3,0.9300000071525574,0.8849999904632568,0.1665632277727127,0.22390538454055786,500 samples
4,0.9900000095367432,0.9725000262260437,0.04043374955654144,0.07788470387458801,500 samples
5,0.9100000262260437,0.9225000143051147,0.18464769423007965,0.175342857837677,500 samples
6,0.949999988079071,0.9574999809265137,0.13963310420513153,0.14343027770519257,500 samples
7,0.9399999976158142,0.9350000023841858,0.16378265619277954,0.16927601397037506,500 samples
8,0.9599999785423279,0.9449999928474426,0.13762420415878296,0.14488478004932404,500 samples
9,0.9100000262260437,0.9225000143051147,0.22570447623729706,0.21064281463623047,500 samples
10,0.9075000286102295,0.925000011920929,0.1691344678401947,0.16282257437705994,2000 samples
11,0.9150000214576721,0.9281250238418579,0.20146626234054565,0.18664054572582245,2000 samples
12,0.9624999761581421,0.9587500095367432,0.11661018431186676,0.11163953691720963,2000 samples
13,0.9100000262260437,0.9268749952316284,0.17380951344966888,0.1595943570137024,2000 samples
14,0.9100000262260437,0.9268749952316284,0.17836107313632965,0.16665953397750854,2000 samples
15,0.949999988079071,0.9493749737739563,0.1379198282957077,0.1337088942527771,2000 samples
16,0.9125000238418579,0.9281250238418579,0.17556604743003845,0.16245421767234802,2000 samples
17,0.9975000023841858,0.9925000071525574,0.013239425607025623,0.020578600466251373,2000 samples
18,0.9775000214576721,0.9793750047683716,0.04157696291804314,0.045739803463220596,2000 samples
19,0.9300000071525574,0.9437500238418579,0.1446356326341629,0.14022298157215118,2000 samples
20,0.9912499785423279,0.9806249737739563,0.026777470484375954,0.04635685309767723,4000 samples
21,0.9950000047683716,0.989062488079071,0.013972904533147812,0.02826257050037384,4000 samples
22,0.9912499785423279,0.9759374856948853,0.02920987829566002,0.0531841404736042,4000 samples
23,0.9937499761581421,0.9900000095367432,0.01643201895058155,0.028733037412166595,4000 samples
24,0.987500011920929,0.9728124737739563,0.04376176744699478,0.07614773511886597,4000 samples
25,0.9287499785423279,0.9228125214576721,0.140901118516922,0.15759077668190002,4000 samples
26,0.9787499904632568,0.9868749976158142,0.06186633184552193,0.032287225127220154,4000 samples
27,0.9937499761581421,0.9878125190734863,0.01820935308933258,0.03142634406685829,4000 samples
28,0.9912499785423279,0.9846875071525574,0.030723199248313904,0.04381813853979111,4000 samples
29,0.987500011920929,0.9896875023841858,0.02902030199766159,0.02562900260090828,4000 samples
30,0.9925000071525574,0.9918749928474426,0.01971372775733471,0.01914546638727188,8000 samples
31,0.9906250238418579,0.9892187714576721,0.015422879718244076,0.025032445788383484,8000 samples
32,0.9393749833106995,0.9276562333106995,0.14975225925445557,0.16953054070472717,8000 samples
33,0.9462500214576721,0.9284374713897705,0.12941941618919373,0.15804575383663177,8000 samples
34,0.9900000095367432,0.9873437285423279,0.027813194319605827,0.03136506676673889,8000 samples
35,0.9462500214576721,0.9342187643051147,0.12647314369678497,0.15340690314769745,8000 samples
36,0.9975000023841858,0.992968738079071,0.009869251400232315,0.01805311255156994,8000 samples
37,0.9449999928474426,0.9267187714576721,0.12981586158275604,0.15424475073814392,8000 samples
38,0.9918749928474426,0.9957812428474426,0.01698296330869198,0.012031333521008492,8000 samples
39,0.9925000071525574,0.9887499809265137,0.016450384631752968,0.029968900606036186,8000 samples
40,0.9790624976158142,0.9907812476158142,0.04068290814757347,0.0231065321713686,16000 samples
41,0.9859374761581421,0.9892187714576721,0.03019118309020996,0.027691276744008064,16000 samples
42,0.9934375286102295,0.9915624856948853,0.014524586498737335,0.021977918222546577,16000 samples
43,0.9956250190734863,0.9892968535423279,0.015513301827013493,0.032430000603199005,16000 samples
44,0.8040624856948853,0.7889062762260437,0.39194047451019287,0.40352725982666016,16000 samples
45,0.9928125143051147,0.9927343726158142,0.015063940547406673,0.01957719959318638,16000 samples
46,0.9928125143051147,0.9946874976158142,0.01650543510913849,0.014698282815515995,16000 samples
47,0.9928125143051147,0.9896875023841858,0.020748745650053024,0.03210635855793953,16000 samples
48,0.9775000214576721,0.9698437452316284,0.05006108805537224,0.06668731570243835,16000 samples
49,0.9900000095367432,0.9903125166893005,0.02026401087641716,0.025211984291672707,16000 samples
50,0.987500011920929,0.9776250123977661,0.03061518631875515,0.054177574813365936,Augmented set
51,0.925000011920929,0.9166562557220459,0.20693881809711456,0.231473907828331,Augmented set
52,0.9962499737739563,0.9789999723434448,0.02002524398267269,0.048857662826776505,Augmented set
53,0.9900000095367432,0.9765625,0.022528834640979767,0.05621388554573059,Augmented set
54,0.9887499809265137,0.9778125286102295,0.026488814502954483,0.05043927580118179,Augmented set
55,0.9937499761581421,0.9794687628746033,0.019733529537916183,0.048861149698495865,Augmented set
56,0.9937499761581421,0.9799374938011169,0.01975426822900772,0.047113917768001556,Augmented set
57,0.9962499737739563,0.9788749814033508,0.019415361806750298,0.049963537603616714,Augmented set
58,0.9950000047683716,0.9799062609672546,0.02189718559384346,0.04726189374923706,Augmented set
59,0.9937499761581421,0.976812481880188,0.025262732058763504,0.05723019316792488,Augmented set
