,validation,training,loss_val,loss,group
0,0.9300000071525574,0.9275000095367432,0.18258658051490784,0.1928323358297348,500 samples
1,0.9100000262260437,0.9225000143051147,0.20867472887039185,0.1925164759159088,500 samples
2,0.9100000262260437,0.9225000143051147,0.2124057412147522,0.20284368097782135,500 samples
3,0.9399999976158142,0.9574999809265137,0.09267398715019226,0.12096596509218216,500 samples
4,0.9100000262260437,0.9225000143051147,0.22842368483543396,0.2186543047428131,500 samples
5,0.9399999976158142,0.9474999904632568,0.14571613073349,0.15007667243480682,500 samples
6,0.949999988079071,0.9275000095367432,0.1575731784105301,0.1821487843990326,500 samples
7,0.7799999713897705,0.7475000023841858,0.35550057888031006,0.43057000637054443,500 samples
8,0.9200000166893005,0.9300000071525574,0.2004300057888031,0.19526559114456177,500 samples
9,0.9100000262260437,0.9200000166893005,0.17972736060619354,0.17483697831630707,500 samples
10,0.9925000071525574,0.9918749928474426,0.02493787743151188,0.020642833784222603,2000 samples
11,0.9375,0.9424999952316284,0.16411933302879333,0.1575072854757309,2000 samples
12,0.9225000143051147,0.9387500286102295,0.16741058230400085,0.1483069658279419,2000 samples
13,0.9150000214576721,0.9281250238418579,0.23810558021068573,0.21119478344917297,2000 samples
14,0.9125000238418579,0.9268749952316284,0.17129939794540405,0.16305629909038544,2000 samples
15,0.987500011920929,0.9743750095367432,0.05483107641339302,0.07381390035152435,2000 samples
16,0.9150000214576721,0.9281250238418579,0.1715347319841385,0.16028310358524323,2000 samples
17,0.987500011920929,0.9881250262260437,0.024247048422694206,0.02686452306807041,2000 samples
18,0.9150000214576721,0.9275000095367432,0.17573118209838867,0.16401058435440063,2000 samples
19,0.9125000238418579,0.9268749952316284,0.1760767549276352,0.16687250137329102,2000 samples
20,0.9287499785423279,0.9275000095367432,0.20015887916088104,0.21135766804218292,4000 samples
21,0.9925000071525574,0.9884374737739563,0.023950252681970596,0.029713936150074005,4000 samples
22,0.9937499761581421,0.9840624928474426,0.02380257099866867,0.047275081276893616,4000 samples
23,0.7325000166893005,0.7578125,0.40725255012512207,0.4137033522129059,4000 samples
24,0.9312499761581421,0.9278125166893005,0.1869666427373886,0.19841253757476807,4000 samples
25,0.9975000023841858,0.9918749928474426,0.005798395723104477,0.01721717044711113,4000 samples
26,0.9549999833106995,0.9524999856948853,0.10193874686956406,0.11098558455705643,4000 samples
27,0.9937499761581421,0.9862499833106995,0.022243093699216843,0.03239206224679947,4000 samples
28,0.9312499761581421,0.9287499785423279,0.19746257364749908,0.20879261195659637,4000 samples
29,0.9900000095367432,0.9684374928474426,0.030976125970482826,0.06108654662966728,4000 samples
30,0.9449999928474426,0.9282812476158142,0.17389005422592163,0.20534323155879974,8000 samples
31,0.9862499833106995,0.9892187714576721,0.030540309846401215,0.028656190261244774,8000 samples
32,0.996874988079071,0.991406261920929,0.012574385851621628,0.021850647404789925,8000 samples
33,0.9456250071525574,0.9275000095367432,0.12627285718917847,0.1535903811454773,8000 samples
34,0.9493749737739563,0.9300000071525574,0.11896900087594986,0.17253297567367554,8000 samples
35,0.9925000071525574,0.9934375286102295,0.015713494271039963,0.016016440466046333,8000 samples
36,0.9862499833106995,0.9918749928474426,0.027280520647764206,0.02006298117339611,8000 samples
37,0.9443749785423279,0.9268749952316284,0.13415975868701935,0.1772950142621994,8000 samples
38,0.9468749761581421,0.9217187762260437,0.170668825507164,0.21769586205482483,8000 samples
39,0.9756249785423279,0.9889062643051147,0.05647050961852074,0.026779089123010635,8000 samples
40,0.9287499785423279,0.928515613079071,0.15130572021007538,0.1506676822900772,16000 samples
41,0.9934375286102295,0.989062488079071,0.023090694099664688,0.02682555466890335,16000 samples
42,0.996874988079071,0.9946874976158142,0.007246596273034811,0.014096974395215511,16000 samples
43,0.9293749928474426,0.9300781488418579,0.15141214430332184,0.14968754351139069,16000 samples
44,0.9946874976158142,0.9907812476158142,0.014967169612646103,0.024489402770996094,16000 samples
45,0.9915624856948853,0.9930468797683716,0.019624685868620872,0.016761450096964836,16000 samples
46,0.9284374713897705,0.9297656416893005,0.20925591886043549,0.20270442962646484,16000 samples
47,0.9931250214576721,0.9909374713897705,0.017742227762937546,0.02188475802540779,16000 samples
48,0.9918749928474426,0.9861719012260437,0.02605123445391655,0.03803745657205582,16000 samples
49,0.9971874952316284,0.9918749928474426,0.010273962281644344,0.02137085609138012,16000 samples
50,0.9850000143051147,0.9786249995231628,0.028754310682415962,0.05200415477156639,Augmented set
51,0.9950000047683716,0.980593740940094,0.017982475459575653,0.045220471918582916,Augmented set
52,0.9912499785423279,0.9807812571525574,0.0228642076253891,0.048431966453790665,Augmented set
53,0.9975000023841858,0.9804999828338623,0.020693166181445122,0.046915262937545776,Augmented set
54,0.9937499761581421,0.9790937304496765,0.024184534326195717,0.0519687794148922,Augmented set
55,0.9862499833106995,0.976937472820282,0.02524595335125923,0.05454055219888687,Augmented set
56,0.9937499761581421,0.9787187576293945,0.019774163141846657,0.04772700369358063,Augmented set
57,0.925000011920929,0.9167812466621399,0.20257622003555298,0.22966229915618896,Augmented set
58,0.987500011920929,0.9764687418937683,0.022339776158332825,0.056111786514520645,Augmented set
59,0.9900000095367432,0.9782500267028809,0.022322162985801697,0.05093932896852493,Augmented set
