,validation,training,loss_val,loss,group
0,0.9200000166893005,0.9024999737739563,0.20347784459590912,0.22506564855575562,500 samples
1,0.9900000095367432,0.9700000286102295,0.022542938590049744,0.0589463897049427,500 samples
2,0.9100000262260437,0.9225000143051147,0.24613898992538452,0.22628629207611084,500 samples
3,0.949999988079071,0.9225000143051147,0.14270517230033875,0.17277154326438904,500 samples
4,1.0,0.9800000190734863,0.017711948603391647,0.04890790954232216,500 samples
5,0.8299999833106995,0.8349999785423279,0.3910808563232422,0.4050370454788208,500 samples
6,0.9100000262260437,0.9175000190734863,0.18271179497241974,0.18585063517093658,500 samples
7,0.9100000262260437,0.9200000166893005,0.18207012116909027,0.1767469346523285,500 samples
8,0.9399999976158142,0.949999988079071,0.155029758810997,0.16405977308750153,500 samples
9,0.9200000166893005,0.9175000190734863,0.16444051265716553,0.17427344620227814,500 samples
10,0.925000011920929,0.9281250238418579,0.16796916723251343,0.18403631448745728,2000 samples
11,0.9599999785423279,0.9793750047683716,0.08892790973186493,0.06982344388961792,2000 samples
12,0.9225000143051147,0.9281250238418579,0.1621015965938568,0.16014346480369568,2000 samples
13,0.9850000143051147,0.9900000095367432,0.04238985851407051,0.026716962456703186,2000 samples
14,0.9800000190734863,0.9906250238418579,0.04106396064162254,0.02852342650294304,2000 samples
15,0.9925000071525574,0.9925000071525574,0.019557179883122444,0.021805331110954285,2000 samples
16,0.925000011920929,0.9012500047683716,0.17895309627056122,0.20189136266708374,2000 samples
17,0.9150000214576721,0.9275000095367432,0.17553310096263885,0.16070467233657837,2000 samples
18,0.9125000238418579,0.9287499785423279,0.23907360434532166,0.20987114310264587,2000 samples
19,0.9474999904632568,0.9556249976158142,0.1409461349248886,0.12724719941616058,2000 samples
20,0.9962499737739563,0.9728124737739563,0.012901484966278076,0.057324327528476715,4000 samples
21,0.9925000071525574,0.9828125238418579,0.020431213080883026,0.047351326793432236,4000 samples
22,0.9312499761581421,0.926562488079071,0.15558387339115143,0.16342419385910034,4000 samples
23,0.731249988079071,0.7596874833106995,0.41291677951812744,0.41281449794769287,4000 samples
24,0.9300000071525574,0.9256250262260437,0.14194095134735107,0.15773913264274597,4000 samples
25,0.9662500023841858,0.9628124833106995,0.09643489122390747,0.11173426359891891,4000 samples
26,0.9862499833106995,0.9825000166893005,0.034654103219509125,0.04810274764895439,4000 samples
27,0.9312499761581421,0.9284374713897705,0.19719448685646057,0.209476038813591,4000 samples
28,0.9950000047683716,0.9918749928474426,0.016047947108745575,0.022991186007857323,4000 samples
29,0.9937499761581421,0.9915624856948853,0.017911618575453758,0.02807321399450302,4000 samples
30,0.9837499856948853,0.9814062714576721,0.03863314911723137,0.046854592859745026,8000 samples
31,0.9950000047683716,0.9940624833106995,0.008984867483377457,0.013849304057657719,8000 samples
32,0.9931250214576721,0.9950000047683716,0.012174231931567192,0.013312662951648235,8000 samples
33,0.9437500238418579,0.9282812476158142,0.17124393582344055,0.202463760972023,8000 samples
34,0.9462500214576721,0.928906261920929,0.13216184079647064,0.15464884042739868,8000 samples
35,0.9900000095367432,0.991406261920929,0.018222007900476456,0.0203090850263834,8000 samples
36,0.9887499809265137,0.9901562333106995,0.024689437821507454,0.024519767612218857,8000 samples
37,0.9462500214576721,0.9290624856948853,0.1298733502626419,0.1593347191810608,8000 samples
38,0.9793750047683716,0.9776562452316284,0.04556939750909805,0.05536471679806709,8000 samples
39,0.9906250238418579,0.9904687404632568,0.024543525651097298,0.02036163955926895,8000 samples
40,0.9909374713897705,0.9857031106948853,0.023815037682652473,0.03618078678846359,16000 samples
41,0.9975000023841858,0.9904687404632568,0.011926080100238323,0.024409841746091843,16000 samples
42,0.9900000095367432,0.9907031059265137,0.02362333983182907,0.020346371456980705,16000 samples
43,0.9743750095367432,0.9828906059265137,0.058476634323596954,0.04390595108270645,16000 samples
44,0.9950000047683716,0.9886718988418579,0.015434895642101765,0.028423767536878586,16000 samples
45,0.9384375214576721,0.9378906488418579,0.13484510779380798,0.13956856727600098,16000 samples
46,0.9228125214576721,0.9293749928474426,0.21845240890979767,0.2042960375547409,16000 samples
47,0.9896875023841858,0.9900000095367432,0.026614699512720108,0.0327620729804039,16000 samples
48,0.9768750071525574,0.9831249713897705,0.06351640075445175,0.046384625136852264,16000 samples
49,0.9934375286102295,0.9883593916893005,0.02231856808066368,0.03234975412487984,16000 samples
50,0.9950000047683716,0.9769999980926514,0.022961879149079323,0.053125109523534775,Augmented set
51,0.9962499737739563,0.9767812490463257,0.02108941227197647,0.05577988550066948,Augmented set
52,0.9900000095367432,0.9769062399864197,0.0263462346047163,0.05493514984846115,Augmented set
53,0.9937499761581421,0.977343738079071,0.024184569716453552,0.05389203876256943,Augmented set
54,0.9950000047683716,0.9765937328338623,0.01942862570285797,0.052743297070264816,Augmented set
55,0.9912499785423279,0.9799687266349792,0.023327523842453957,0.04667499288916588,Augmented set
56,0.9887499809265137,0.9786249995231628,0.0246781874448061,0.05066099762916565,Augmented set
57,0.9975000023841858,0.975656270980835,0.022518498823046684,0.05846192315220833,Augmented set
58,0.9375,0.9242500066757202,0.15191668272018433,0.17039567232131958,Augmented set
59,0.9950000047683716,0.9803125262260437,0.023587863892316818,0.04450887069106102,Augmented set
